Payload_Mass,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1T,6,2,0,0,0,0,5
1-2T,9,6,2,2,1,0,4
2-3T,6,11,1,0,0,0,3
3-4T,6,4,4,15,1,0,0
4-5T,2,2,6,20,0,0,0
5-6T,20,0,0,11,0,0,1
6-7T,3,0,0,11,1,0,0
7-8T,6,0,0,4,0,1,0
8-9T,8,0,0,0,0,0,0
9-10T,0,1,0,0,1,0,0
10-11T,31,0,0,0,0,0,0
11-12T,1,0,0,0,0,0,0
12-13T,0,0,0,0,0,0,0
13-14T,5,5,0,0,0,0,0
14-15T,27,0,0,0,0,0,0
15-16T,93,1,0,0,0,0,0
16-17T,101,1,0,0,0,0,0
17-18T,17,0,0,0,0,0,0
18-19T,0,0,0,0,0,0,0
19-20T,0,0,0,0,0,0,0
