Mass_Range,Starlink,Commercial,Chinese Commercial,Government,Eastern Government,Military,Eastern Military
0-1t,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-2t,0.0,0.0,0.0,3.126,0.0,0.0,0.0
2-3t,0.0,0.0,0.0,2.157,0.0,0.0,0.0
3-4t,0.0,0.0,0.0,0.0,0.0,3.562,0.0
4-5t,0.0,0.0,0.0,4.04,0.0,0.0,0.0
