Payload_Mass,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1t,0,0,0,0,0,0,0
1-2t,1,0,1,0,0,0,0
2-3t,0,1,0,0,0,0,0
3-4t,0,1,0,0,0,0,0
4-5t,0,1,0,0,0,0,0
