,Time_Since_First_Payload,Starlink,OneWeb,Kuiper
230,230,2.0,6.0,2.0
231,231,2.0,6.0,2.0
232,232,2.0,6.0,2.0
233,233,2.0,6.0,2.0
234,234,2.0,6.0,2.0
235,235,2.0,6.0,2.0
236,236,2.0,6.0,2.0
237,237,2.0,6.0,2.0
238,238,2.0,6.0,2.0
239,239,2.0,6.0,2.0
240,240,2.0,6.0,2.0
241,241,2.0,6.0,2.0
242,242,2.0,6.0,2.0
243,243,2.0,6.0,2.0
244,244,2.0,6.0,2.0
245,245,2.0,6.0,2.0
246,246,2.0,6.0,2.0
247,247,2.0,6.0,2.0
248,248,2.0,6.0,2.0
249,249,2.0,6.0,2.0
250,250,2.0,6.0,2.0
251,251,2.0,6.0,2.0
252,252,2.0,6.0,2.0
253,253,2.0,6.0,2.0
254,254,2.0,6.0,2.0
255,255,2.0,6.0,2.0
256,256,2.0,6.0,2.0
257,257,2.0,6.0,2.0
258,258,2.0,6.0,2.0
259,259,2.0,6.0,2.0
260,260,2.0,6.0,2.0
261,261,2.0,6.0,2.0
262,262,2.0,6.0,2.0
263,263,2.0,6.0,2.0
264,264,2.0,6.0,2.0
265,265,2.0,6.0,2.0
266,266,2.0,6.0,2.0
267,267,2.0,6.0,2.0
268,268,2.0,6.0,2.0
269,269,2.0,6.0,2.0
270,270,2.0,6.0,2.0
271,271,2.0,6.0,2.0
272,272,2.0,6.0,2.0
273,273,2.0,6.0,2.0
274,274,2.0,6.0,2.0
275,275,2.0,6.0,2.0
276,276,2.0,6.0,2.0
277,277,2.0,6.0,2.0
278,278,2.0,6.0,2.0
279,279,2.0,6.0,2.0
280,280,2.0,6.0,2.0
281,281,2.0,6.0,2.0
282,282,2.0,6.0,2.0
283,283,2.0,6.0,2.0
284,284,2.0,6.0,2.0
285,285,2.0,6.0,2.0
286,286,2.0,6.0,2.0
287,287,2.0,6.0,2.0
288,288,2.0,6.0,2.0
289,289,2.0,6.0,2.0
290,290,2.0,6.0,2.0
291,291,2.0,6.0,2.0
292,292,2.0,6.0,2.0
293,293,2.0,6.0,2.0
294,294,2.0,6.0,2.0
295,295,2.0,6.0,2.0
296,296,2.0,6.0,2.0
297,297,2.0,6.0,2.0
298,298,2.0,6.0,2.0
299,299,2.0,6.0,2.0
300,300,2.0,6.0,2.0
301,301,2.0,6.0,2.0
302,302,2.0,6.0,2.0
303,303,2.0,6.0,2.0
304,304,2.0,6.0,2.0
305,305,2.0,6.0,2.0
306,306,2.0,6.0,2.0
307,307,2.0,6.0,2.0
308,308,2.0,6.0,2.0
309,309,2.0,6.0,2.0
310,310,2.0,6.0,2.0
311,311,2.0,6.0,2.0
312,312,2.0,6.0,2.0
313,313,2.0,6.0,2.0
314,314,2.0,6.0,2.0
315,315,2.0,6.0,2.0
316,316,2.0,6.0,2.0
317,317,2.0,6.0,2.0
318,318,2.0,6.0,2.0
319,319,2.0,6.0,2.0
320,320,2.0,6.0,2.0
321,321,2.0,6.0,2.0
322,322,2.0,6.0,2.0
323,323,2.0,6.0,2.0
324,324,2.0,6.0,2.0
325,325,2.0,6.0,2.0
326,326,2.0,6.0,2.0
327,327,2.0,6.0,2.0
328,328,2.0,6.0,2.0
329,329,2.0,6.0,2.0
330,330,2.0,6.0,2.0
331,331,2.0,6.0,2.0
332,332,2.0,6.0,2.0
333,333,2.0,6.0,2.0
334,334,2.0,6.0,2.0
335,335,2.0,6.0,2.0
336,336,2.0,6.0,2.0
337,337,2.0,6.0,2.0
338,338,2.0,6.0,2.0
339,339,2.0,6.0,2.0
340,340,2.0,6.0,2.0
341,341,2.0,6.0,2.0
342,342,2.0,6.0,2.0
343,343,2.0,6.0,2.0
344,344,2.0,40.0,2.0
345,345,2.0,40.0,2.0
346,346,2.0,40.0,2.0
347,347,2.0,40.0,2.0
348,348,2.0,40.0,2.0
349,349,2.0,40.0,2.0
350,350,2.0,40.0,2.0
351,351,2.0,40.0,2.0
352,352,2.0,40.0,2.0
353,353,2.0,40.0,2.0
354,354,2.0,40.0,2.0
355,355,2.0,40.0,2.0
356,356,2.0,40.0,2.0
357,357,2.0,40.0,2.0
358,358,2.0,40.0,2.0
359,359,2.0,40.0,2.0
360,360,2.0,40.0,2.0
361,361,2.0,40.0,2.0
362,362,2.0,40.0,2.0
363,363,2.0,40.0,2.0
364,364,2.0,40.0,2.0
365,365,2.0,40.0,2.0
366,366,2.0,40.0,2.0
367,367,2.0,40.0,2.0
368,368,2.0,40.0,2.0
369,369,2.0,40.0,2.0
370,370,2.0,40.0,2.0
371,371,2.0,40.0,2.0
372,372,2.0,40.0,2.0
373,373,2.0,40.0,2.0
374,374,2.0,40.0,2.0
375,375,2.0,40.0,2.0
376,376,2.0,40.0,2.0
377,377,2.0,40.0,2.0
378,378,2.0,40.0,2.0
379,379,2.0,40.0,2.0
380,380,2.0,40.0,2.0
381,381,2.0,40.0,2.0
382,382,2.0,40.0,2.0
383,383,2.0,40.0,2.0
384,384,2.0,40.0,2.0
385,385,2.0,40.0,2.0
386,386,2.0,40.0,2.0
387,387,2.0,40.0,2.0
388,388,2.0,74.0,2.0
389,389,2.0,74.0,2.0
390,390,2.0,74.0,2.0
391,391,2.0,74.0,2.0
392,392,2.0,74.0,2.0
393,393,2.0,74.0,2.0
394,394,2.0,74.0,2.0
395,395,2.0,74.0,2.0
396,396,2.0,74.0,2.0
397,397,2.0,74.0,2.0
398,398,2.0,74.0,2.0
399,399,2.0,74.0,2.0
400,400,2.0,74.0,2.0
401,401,2.0,74.0,2.0
402,402,2.0,74.0,2.0
403,403,2.0,74.0,2.0
404,404,2.0,74.0,2.0
405,405,2.0,74.0,2.0
406,406,2.0,74.0,2.0
407,407,2.0,74.0,2.0
408,408,2.0,74.0,2.0
409,409,2.0,74.0,2.0
410,410,2.0,74.0,2.0
411,411,2.0,74.0,2.0
412,412,2.0,74.0,2.0
413,413,2.0,74.0,2.0
414,414,2.0,74.0,2.0
415,415,2.0,74.0,2.0
416,416,2.0,74.0,2.0
417,417,2.0,74.0,2.0
418,418,2.0,74.0,2.0
419,419,2.0,74.0,2.0
420,420,2.0,74.0,2.0
421,421,2.0,74.0,2.0
422,422,2.0,74.0,2.0
423,423,2.0,74.0,2.0
424,424,2.0,74.0,2.0
425,425,2.0,74.0,2.0
426,426,2.0,74.0,2.0
427,427,2.0,74.0,2.0
428,428,2.0,74.0,2.0
429,429,2.0,74.0,2.0
430,430,2.0,74.0,2.0
431,431,2.0,74.0,2.0
432,432,2.0,74.0,2.0
433,433,2.0,74.0,2.0
434,434,2.0,74.0,2.0
435,435,2.0,74.0,2.0
436,436,2.0,74.0,2.0
437,437,2.0,74.0,2.0
438,438,2.0,74.0,2.0
439,439,2.0,74.0,2.0
440,440,2.0,74.0,2.0
441,441,2.0,74.0,2.0
442,442,2.0,74.0,2.0
443,443,2.0,74.0,2.0
444,444,2.0,74.0,2.0
445,445,2.0,74.0,2.0
446,446,2.0,74.0,2.0
447,447,2.0,74.0,2.0
448,448,2.0,74.0,2.0
449,449,2.0,74.0,2.0
450,450,2.0,74.0,2.0
451,451,2.0,74.0,2.0
452,452,2.0,74.0,2.0
453,453,2.0,74.0,2.0
454,454,2.0,74.0,2.0
455,455,2.0,74.0,2.0
456,456,62.0,74.0,2.0
457,457,62.0,74.0,2.0
458,458,62.0,74.0,2.0
459,459,62.0,74.0,2.0
460,460,62.0,74.0,2.0
461,461,62.0,74.0,2.0
462,462,62.0,74.0,2.0
463,463,62.0,74.0,2.0
464,464,62.0,74.0,2.0
465,465,62.0,74.0,2.0
466,466,62.0,74.0,2.0
467,467,62.0,74.0,2.0
468,468,62.0,74.0,2.0
469,469,62.0,74.0,2.0
470,470,62.0,74.0,2.0
471,471,62.0,74.0,2.0
472,472,62.0,74.0,2.0
473,473,62.0,74.0,2.0
474,474,62.0,74.0,2.0
475,475,62.0,74.0,2.0
476,476,62.0,74.0,2.0
477,477,62.0,74.0,2.0
478,478,62.0,74.0,2.0
479,479,62.0,74.0,2.0
480,480,62.0,74.0,2.0
481,481,62.0,74.0,2.0
482,482,62.0,74.0,2.0
483,483,62.0,74.0,2.0
484,484,62.0,74.0,2.0
485,485,62.0,74.0,2.0
486,486,62.0,74.0,2.0
487,487,62.0,74.0,2.0
488,488,62.0,74.0,2.0
489,489,62.0,74.0,2.0
490,490,62.0,74.0,2.0
491,491,62.0,74.0,2.0
492,492,62.0,74.0,2.0
493,493,62.0,74.0,2.0
494,494,62.0,74.0,2.0
495,495,62.0,74.0,2.0
496,496,62.0,74.0,2.0
497,497,62.0,74.0,2.0
498,498,62.0,74.0,2.0
499,499,62.0,74.0,2.0
500,500,62.0,74.0,2.0
501,501,62.0,74.0,2.0
502,502,62.0,74.0,2.0
503,503,62.0,74.0,2.0
504,504,62.0,74.0,2.0
505,505,62.0,74.0,2.0
506,506,62.0,74.0,2.0
507,507,62.0,74.0,2.0
508,508,62.0,74.0,2.0
509,509,62.0,74.0,2.0
510,510,62.0,74.0,2.0
511,511,62.0,74.0,2.0
512,512,62.0,74.0,2.0
513,513,62.0,74.0,2.0
514,514,62.0,74.0,2.0
515,515,62.0,74.0,2.0
516,516,62.0,74.0,2.0
517,517,62.0,74.0,2.0
518,518,62.0,74.0,2.0
519,519,62.0,74.0,2.0
520,520,62.0,74.0,2.0
521,521,62.0,74.0,2.0
522,522,62.0,74.0,2.0
523,523,62.0,74.0,2.0
524,524,62.0,74.0,2.0
525,525,62.0,74.0,2.0
526,526,62.0,74.0,2.0
527,527,62.0,74.0,2.0
528,528,62.0,74.0,2.0
529,529,62.0,74.0,2.0
530,530,62.0,74.0,2.0
531,531,62.0,74.0,2.0
532,532,62.0,74.0,2.0
533,533,62.0,74.0,2.0
534,534,62.0,74.0,2.0
535,535,62.0,74.0,2.0
536,536,62.0,74.0,2.0
537,537,62.0,74.0,2.0
538,538,62.0,74.0,2.0
539,539,62.0,74.0,2.0
540,540,62.0,74.0,2.0
541,541,62.0,74.0,2.0
542,542,62.0,74.0,2.0
543,543,62.0,74.0,2.0
544,544,62.0,74.0,2.0
545,545,62.0,74.0,2.0
546,546,62.0,74.0,2.0
547,547,62.0,74.0,2.0
548,548,62.0,74.0,2.0
549,549,62.0,74.0,2.0
550,550,62.0,74.0,2.0
551,551,62.0,74.0,2.0
552,552,62.0,74.0,2.0
553,553,62.0,74.0,2.0
554,554,62.0,74.0,2.0
555,555,62.0,74.0,2.0
556,556,62.0,74.0,2.0
557,557,62.0,74.0,2.0
558,558,62.0,74.0,2.0
559,559,62.0,74.0,2.0
560,560,62.0,74.0,2.0
561,561,62.0,74.0,2.0
562,562,62.0,74.0,2.0
563,563,62.0,74.0,2.0
564,564,62.0,74.0,2.0
565,565,62.0,74.0,2.0
566,566,62.0,74.0,2.0
567,567,62.0,74.0,2.0
568,568,62.0,74.0,2.0
569,569,62.0,74.0,2.0
570,570,62.0,74.0,29.0
571,571,62.0,74.0,29.0
572,572,62.0,74.0,29.0
573,573,62.0,74.0,29.0
574,574,62.0,74.0,29.0
575,575,62.0,74.0,29.0
576,576,62.0,74.0,29.0
577,577,62.0,74.0,29.0
578,578,62.0,74.0,29.0
579,579,62.0,74.0,29.0
580,580,62.0,74.0,29.0
581,581,62.0,74.0,29.0
582,582,62.0,74.0,29.0
583,583,62.0,74.0,29.0
584,584,62.0,74.0,29.0
585,585,62.0,74.0,29.0
586,586,62.0,74.0,29.0
587,587,62.0,74.0,29.0
588,588,62.0,74.0,29.0
589,589,62.0,74.0,29.0
590,590,62.0,74.0,29.0
591,591,62.0,74.0,29.0
592,592,62.0,74.0,29.0
593,593,62.0,74.0,29.0
594,594,62.0,74.0,29.0
595,595,62.0,74.0,29.0
596,596,62.0,74.0,29.0
597,597,62.0,74.0,29.0
598,598,62.0,74.0,29.0
599,599,62.0,74.0,29.0
600,600,62.0,74.0,29.0
601,601,62.0,74.0,29.0
602,602,62.0,74.0,29.0
603,603,62.0,74.0,29.0
604,604,62.0,74.0,29.0
605,605,62.0,74.0,29.0
606,606,62.0,74.0,29.0
607,607,62.0,74.0,29.0
608,608,62.0,74.0,29.0
609,609,62.0,74.0,29.0
610,610,62.0,74.0,29.0
611,611,62.0,74.0,29.0
612,612,62.0,74.0,29.0
613,613,62.0,74.0,29.0
614,614,62.0,74.0,29.0
615,615,62.0,74.0,29.0
616,616,62.0,74.0,29.0
617,617,62.0,74.0,29.0
618,618,62.0,74.0,29.0
619,619,62.0,74.0,29.0
620,620,62.0,74.0,29.0
621,621,62.0,74.0,29.0
622,622,62.0,74.0,29.0
623,623,62.0,74.0,29.0
624,624,62.0,74.0,29.0
625,625,62.0,74.0,29.0
626,626,62.0,74.0,56.0
627,627,122.0,74.0,56.0
628,628,122.0,74.0,56.0
629,629,122.0,74.0,56.0
630,630,122.0,74.0,56.0
631,631,122.0,74.0,56.0
632,632,122.0,74.0,56.0
633,633,122.0,74.0,56.0
634,634,122.0,74.0,56.0
635,635,122.0,74.0,56.0
636,636,122.0,74.0,56.0
637,637,122.0,74.0,56.0
638,638,122.0,74.0,56.0
639,639,122.0,74.0,56.0
640,640,122.0,74.0,56.0
641,641,122.0,74.0,56.0
642,642,122.0,74.0,56.0
643,643,122.0,74.0,56.0
644,644,122.0,74.0,56.0
645,645,122.0,74.0,56.0
646,646,122.0,74.0,56.0
647,647,122.0,74.0,56.0
648,648,122.0,74.0,56.0
649,649,122.0,74.0,80.0
650,650,122.0,74.0,
651,651,122.0,74.0,
652,652,122.0,74.0,
653,653,122.0,74.0,
654,654,122.0,74.0,
655,655,122.0,74.0,
656,656,122.0,74.0,
657,657,122.0,74.0,
658,658,122.0,74.0,
659,659,122.0,74.0,
660,660,122.0,110.0,
661,661,122.0,110.0,
662,662,122.0,110.0,
663,663,122.0,110.0,
664,664,122.0,110.0,
665,665,122.0,110.0,
666,666,122.0,110.0,
667,667,122.0,110.0,
668,668,122.0,110.0,
669,669,122.0,110.0,
670,670,122.0,110.0,
671,671,122.0,110.0,
672,672,122.0,110.0,
673,673,122.0,110.0,
674,674,122.0,110.0,
675,675,122.0,110.0,
676,676,122.0,110.0,
677,677,122.0,110.0,
678,678,122.0,110.0,
679,679,122.0,110.0,
680,680,122.0,110.0,
681,681,122.0,110.0,
682,682,122.0,110.0,
683,683,122.0,110.0,
684,684,182.0,110.0,
685,685,182.0,110.0,
686,686,182.0,110.0,
687,687,182.0,110.0,
688,688,182.0,110.0,
689,689,182.0,110.0,
690,690,182.0,110.0,
691,691,182.0,110.0,
692,692,182.0,110.0,
693,693,182.0,110.0,
694,694,182.0,110.0,
695,695,182.0,110.0,
696,696,182.0,110.0,
697,697,182.0,110.0,
698,698,182.0,110.0,
699,699,182.0,110.0,
700,700,182.0,110.0,
701,701,182.0,110.0,
702,702,182.0,110.0,
703,703,182.0,110.0,
704,704,182.0,110.0,
705,705,182.0,110.0,
706,706,242.0,110.0,
707,707,242.0,110.0,
708,708,242.0,110.0,
709,709,242.0,110.0,
710,710,242.0,110.0,
711,711,242.0,110.0,
712,712,242.0,110.0,
713,713,242.0,110.0,
714,714,242.0,110.0,
715,715,242.0,110.0,
716,716,242.0,110.0,
717,717,242.0,110.0,
718,718,242.0,110.0,
719,719,242.0,110.0,
720,720,242.0,110.0,
721,721,242.0,110.0,
722,722,242.0,110.0,
723,723,242.0,110.0,
724,724,242.0,110.0,
725,725,302.0,110.0,
726,726,302.0,110.0,
727,727,302.0,110.0,
728,728,302.0,110.0,
729,729,302.0,110.0,
730,730,302.0,110.0,
731,731,302.0,110.0,
732,732,302.0,110.0,
733,733,302.0,110.0,
734,734,302.0,110.0,
735,735,302.0,110.0,
736,736,302.0,110.0,
737,737,302.0,110.0,
738,738,302.0,110.0,
739,739,302.0,110.0,
740,740,302.0,110.0,
741,741,302.0,110.0,
742,742,302.0,110.0,
743,743,302.0,110.0,
744,744,302.0,110.0,
745,745,302.0,110.0,
746,746,302.0,110.0,
747,747,302.0,110.0,
748,748,302.0,110.0,
749,749,302.0,110.0,
750,750,302.0,110.0,
751,751,302.0,110.0,
752,752,302.0,110.0,
753,753,302.0,110.0,
754,754,302.0,110.0,
755,755,362.0,110.0,
756,756,362.0,110.0,
757,757,362.0,146.0,
758,758,362.0,146.0,
759,759,362.0,146.0,
760,760,362.0,146.0,
761,761,362.0,146.0,
762,762,362.0,146.0,
763,763,362.0,146.0,
764,764,362.0,146.0,
765,765,362.0,146.0,
766,766,362.0,146.0,
767,767,362.0,146.0,
768,768,362.0,146.0,
769,769,362.0,146.0,
770,770,362.0,146.0,
771,771,362.0,146.0,
772,772,362.0,146.0,
773,773,362.0,146.0,
774,774,362.0,146.0,
775,775,362.0,146.0,
776,776,362.0,146.0,
777,777,362.0,146.0,
778,778,362.0,146.0,
779,779,362.0,146.0,
780,780,362.0,146.0,
781,781,362.0,146.0,
782,782,362.0,146.0,
783,783,362.0,146.0,
784,784,362.0,146.0,
785,785,362.0,146.0,
786,786,362.0,146.0,
787,787,362.0,146.0,
788,788,362.0,182.0,
789,789,362.0,182.0,
790,790,422.0,182.0,
791,791,422.0,182.0,
792,792,422.0,182.0,
793,793,422.0,182.0,
794,794,422.0,182.0,
795,795,422.0,182.0,
796,796,422.0,182.0,
797,797,422.0,182.0,
798,798,422.0,182.0,
799,799,422.0,182.0,
800,800,422.0,182.0,
801,801,422.0,182.0,
802,802,422.0,182.0,
803,803,422.0,182.0,
804,804,422.0,182.0,
805,805,422.0,182.0,
806,806,422.0,182.0,
807,807,422.0,182.0,
808,808,422.0,182.0,
809,809,422.0,182.0,
810,810,422.0,182.0,
811,811,422.0,182.0,
812,812,422.0,182.0,
813,813,422.0,182.0,
814,814,422.0,182.0,
815,815,422.0,182.0,
816,816,422.0,182.0,
817,817,422.0,182.0,
818,818,422.0,182.0,
819,819,422.0,182.0,
820,820,422.0,182.0,
821,821,422.0,218.0,
822,822,422.0,218.0,
823,823,422.0,218.0,
824,824,422.0,218.0,
825,825,422.0,218.0,
826,826,422.0,218.0,
827,827,422.0,218.0,
828,828,422.0,218.0,
829,829,422.0,218.0,
830,830,422.0,218.0,
831,831,422.0,218.0,
832,832,422.0,218.0,
833,833,482.0,218.0,
834,834,482.0,218.0,
835,835,482.0,218.0,
836,836,482.0,218.0,
837,837,482.0,218.0,
838,838,482.0,218.0,
839,839,482.0,218.0,
840,840,482.0,218.0,
841,841,482.0,218.0,
842,842,500.0,218.0,
843,843,500.0,218.0,
844,844,500.0,218.0,
845,845,500.0,218.0,
846,846,500.0,218.0,
847,847,500.0,218.0,
848,848,500.0,218.0,
849,849,500.0,218.0,
850,850,500.0,218.0,
851,851,500.0,218.0,
852,852,500.0,218.0,
853,853,500.0,218.0,
854,854,500.0,218.0,
855,855,500.0,254.0,
856,856,500.0,254.0,
857,857,500.0,254.0,
858,858,500.0,254.0,
859,859,500.0,254.0,
860,860,500.0,254.0,
861,861,500.0,254.0,
862,862,500.0,254.0,
863,863,500.0,254.0,
864,864,500.0,254.0,
865,865,500.0,254.0,
866,866,500.0,254.0,
867,867,500.0,254.0,
868,868,500.0,254.0,
869,869,500.0,254.0,
870,870,500.0,254.0,
871,871,500.0,254.0,
872,872,500.0,254.0,
873,873,500.0,254.0,
874,874,500.0,254.0,
875,875,500.0,254.0,
876,876,500.0,254.0,
877,877,500.0,254.0,
878,878,500.0,254.0,
879,879,500.0,254.0,
880,880,500.0,254.0,
881,881,500.0,254.0,
882,882,500.0,254.0,
883,883,500.0,254.0,
884,884,500.0,254.0,
885,885,500.0,254.0,
886,886,500.0,254.0,
887,887,500.0,254.0,
888,888,500.0,254.0,
889,889,500.0,254.0,
890,890,500.0,254.0,
891,891,500.0,254.0,
892,892,500.0,254.0,
893,893,500.0,254.0,
894,894,500.0,254.0,
895,895,500.0,254.0,
896,896,500.0,254.0,
897,897,500.0,254.0,
898,898,500.0,254.0,
899,899,500.0,254.0,
900,900,500.0,254.0,
901,901,500.0,254.0,
902,902,500.0,254.0,
903,903,500.0,254.0,
904,904,500.0,254.0,
905,905,500.0,254.0,
906,906,500.0,288.0,
907,907,500.0,288.0,
908,908,500.0,288.0,
909,909,500.0,288.0,
910,910,500.0,288.0,
911,911,500.0,288.0,
912,912,500.0,288.0,
913,913,500.0,288.0,
914,914,500.0,288.0,
915,915,500.0,288.0,
916,916,500.0,288.0,
917,917,500.0,288.0,
918,918,500.0,288.0,
919,919,500.0,288.0,
920,920,500.0,288.0,
921,921,500.0,288.0,
