Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
2022-119,2459847.48,2022-09-24,Falcon 9,FT5,178/B1073.4  F178,Starlink-64,Starlink Group 4-35,V1.5 4-35 (52 Ku),-,CC,LC40,-,-,337.0, ,    -, ,-,16.06,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15860.0,2022-09-25,232.0,53.23,LLEO/I,Communications,B,Starlink
2022-125,2459858.47,2022-10-05,Falcon 9,FT5,180/B1071.5  F180,Starlink-65,Starlink Group 4-29,V1.5 4-29 (52 Ku),-,VSFBS,SLC4E,-,-,310.0, ,    -, ,-,16.06,SPX,OS,-,C,Sat SSO D 4,Wire,-,-,SSO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15860.0,2022-10-08,302.0,53.22,LLEO/I,Communications,B,Starlink
2022-136,2459873.12,2022-10-20,Falcon 9,FT5,179/B1062.10 F183,Starlink-66,Starlink Group 4-36,V1.5 4-36 (54 Ku),-,CC,LC40,-,-,334.0, ,    -, ,-,16.67,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16470.0,2022-10-20,232.0,53.22,LLEO/I,Communications,B,Starlink
2022-141,2459880.55,2022-10-28,Falcon 9,FT5,184/B1063.8  F184,Starlink-67,Starlink Group 4-31,V1.5 4-31 (53 Ku),-,VSFBS,SLC4E,-,-,337.0, ,    -, ,-,16.365,SPX,OS,-,C,Sat SSO D 4,Wire,-,-,SSO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16165.0,2022-10-28,230.0,53.22,LLEO/I,Communications,B,Starlink
2022-175,2459931.4,2022-12-17,Falcon 9,FT5,191/B1058.15 F193,Starlink-68,Starlink Group 4-37,V1.5 4-37 (54 Ku),-,KSC,LC39A,-,-,336.0, ,    -, ,-,16.67,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16470.0,2022-12-18,231.0,53.22,LLEO/I,Communications,B,Starlink
2022-177,2459941.9,2022-12-28,Falcon 9,FT5,195/B1062.11 F194,Starlink-69,Starlink Group 5-1,V1.5 5-1  (54 Ku),-,CC,LC40,-,-,336.0, ,    -, ,-,16.67,SPX,OS,-,C,Sat LEO D 4,spaceflightnow.com,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16470.0,2022-12-28,212.0,43.0,LLEO/I,Communications,B,Starlink
2023-010,2459964.15,2023-01-19,Falcon 9,FT5,197/B1075.1  F199,Starlink-70,Starlink Group 2-4,V1.5 2-4  (51 Ku),-,VSFBS,SLC4E,-,-,323.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-01-20,217.0,70.0,LLEO/I,Communications,B,Starlink
2023-013,2459970.9,2023-01-26,Falcon 9,FT5,201/B1067.9  F200,Starlink-71,Starlink Group 5-2,V1.5 5-2  (56 Ku),-,CC,LC40,-,-,336.0, ,    -, ,-,17.28,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-01-26,211.0,43.0,LLEO/I,Communications,B,Starlink
2023-014,2459976.18,2023-01-31,Falcon 9,FT5,200/B1071.7  F201,Starlink-72,Starlink Group 2-6,V1.5 5-6  (49 Ku),-,VSFBS,SLC4E,-,-,337.0, ,    -, ,-,15.395,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15105.0,2023-02-01,325.0,70.0,LLEO/I,Communications,B,Starlink
2023-015,2459977.83,2023-02-02,Falcon 9,FT5,202/B1069.5  F202,Starlink-73,Starlink Group 5-3,V1.5 5-3  (43 Ku),-,KSC,LC39A,-,-,342.0, ,    -, ,-,16.365,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16165.0,2023-02-02,323.0,42.98,LLEO/I,Communications,B,Starlink
2023-020,2459987.72,2023-02-12,Falcon 9,FT5,205/B1062.12 F204,Starlink-74,Starlink Group 5-4,V1.5 5-4  (55 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,16.975,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16775.0,2023-02-12,296.0,43.0,LLEO/I,Communications,B,Starlink
2023-021,2459993.3,2023-02-17,Falcon 9,FT5,206/B1063.9  F205,Starlink-75,Starlink Group 2-5,V1.5 2-5  (51 Ku),-,VSFBS,SLC4E,-,-,317.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-02-20,235.0,70.0,LLEO/I,Communications,B,Starlink
2023-026,2460003.47,2023-02-27,Falcon 9,FT5,208/B1076.3  F207,Starlink-76,Starlink Group 6-1,V2M  6-1  (21 Ku),-,CC,LC40,-,-,372.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2023-02-28,365.0,43.01,LLEO/I,Communications,B,Starlink
2023-028,2460007.28,2023-03-03,Falcon 9,FT5,204/B1061.12 F209,Starlink-77,Starlink Group 2-7,V1.5 2-7  (51 Ku),-,VSFBS,SLC4E,-,-,328.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-03-04,221.0,70.0,LLEO/I,Communications,B,Starlink
2023-037,2460021.31,2023-03-17,Falcon 9,FT5,211/B1071.8  F212,Starlink-78,Starlink Group 2-8,V1.5 2-8  (52 Ku),-,VSFBS,SLC4E,-,-,332.0, ,    -, ,-,16.06,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15860.0,2023-03-18,221.0,70.0,LLEO/I,Communications,B,Starlink
2023-042,2460028.15,2023-03-24,Falcon 9,FT5,217/B1067.10 F214,Starlink-79,Starlink Group 5-5,V1.5 5-5  (56 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-03-24,297.0,43.0,LLEO/I,Communications,B,Starlink
2023-046,2460033.33,2023-03-29,Falcon 9,FT5,215/B1077.4  F215,Starlink-80,Starlink Group 5-10,V1.5 5-10 (56 Ku),-,CC,LC40,-,-,335.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-03-30,298.0,43.0,LLEO/I,Communications,B,Starlink
2023-056,2460054.1,2023-04-19,Falcon 9,FT5,220/B1073.8  F219,Starlink-81,Starlink Group 6-2,V2M  6-2  (21 Ku),-,CC,LC40,-,-,352.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2023-04-19,345.0,43.0,LLEO/I,Communications,B,Starlink
2023-058,2460062.07,2023-04-27,Falcon 9,FT5,214/B1061.13 F220,Starlink-82,Starlink Group 3-5,V1.5 3-5  (46 Ku),-,VSFBS,SLC4E,-,-,349.0, ,    -, ,-,13.82,SPX,OS,-,C,Sat SSO D 4,Wire,-,-,SSO,Falcon9,Falcon 9,US,United States,V,Vandenberg,13800.0,2023-04-27,297.0,97.67,LLEO/S,Communications,B,Starlink
2023-061,2460068.81,2023-05-04,Falcon 9,FT5,222/B1069.7  F222,Starlink-83,Starlink Group 5-6,V1.5 5-6  (56 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-05-04,297.0,43.01,LLEO/I,Communications,B,Starlink
2023-064,2460075.34,2023-05-10,Falcon 9,FT5,223/B1075.3  F223,Starlink-84,Starlink Group 2-9,V1.5 2-9  (51 Ku),-,VSFBS,SLC4E,-,-,332.0, ,    -, ,-,15.575,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-05-11,221.0,70.0,LLEO/I,Communications,B,Starlink
2023-065,2460078.71,2023-05-14,Falcon 9,FT5,225/B1067.11 F224,Starlink-85,Starlink Group 5-9,V1.5 5-9  (56 Ku),-,CC,LC40,-,-,337.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-05-14,298.0,43.01,LLEO/I,Communications,B,Starlink
2023-067,2460083.76,2023-05-19,Falcon 9,FT5,227/B1076.5  F225,Starlink-86,Starlink Group 6-3,V2M  6-3  (22 Ku),-,CC,LC40,-,-,321.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-05-19,315.0,43.0,LLEO/I,Communications,B,Starlink
2023-078,2460095.75,2023-05-31,Falcon 9,FT5,229/B1061.14 F229,Starlink-87,Starlink Group 2-10,V1.5 2-10 (52 Ku),-,VSFBS,SLC4E,-,-,331.0, ,    -, ,-,15.88,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15860.0,2023-05-31,221.0,70.01,LLEO/I,Communications,B,Starlink
2023-079,2460100.01,2023-06-04,Falcon 9,FT5,232/B1078.3  F230,Starlink-88,Starlink Group 6-4,V2M  6-4  (22 Ku),-,CC,LC40,-,-,322.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-06-05,315.0,43.01,LLEO/I,Communications,B,Starlink
2023-083,2460107.8,2023-06-12,Falcon 9,FT5,230/B1073.9  F232,Starlink-89,Starlink Group 5-11,V1.5 5-11 (52 Ku),-,CC,LC40,-,-,338.0, ,    -, ,-,15.88,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15860.0,2023-06-13,297.0,43.0,LLEO/I,Communications,B,Starlink
2023-088,2460117.8,2023-06-22,Falcon 9,FT5,236/B1075.4  F235,Starlink-90,Starlink Group 5-7,V1.5 5-7  (47 Ku),-,VSFBS,SLC4E,-,-,334.0, ,    -, ,-,14.355,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14335.0,2023-06-22,228.0,43.0,LLEO/I,Communications,B,Starlink
2023-090,2460119.15,2023-06-23,Falcon 9,FT5,234/B1069.8  F236,Starlink-91,Starlink Group 5-12,V1.5 5-12 (56 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-06-23,297.0,43.0,LLEO/I,Communications,B,Starlink
2023-094,2460133.31,2023-07-07,Falcon 9,FT5,239/B1063.12 F238,Starlink-92,Starlink Group 5-13,V1.5 5-13 (48 Ku),-,VSFBS,SLC4E,-,-,334.0, ,    -, ,-,14.66,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,14640.0,2023-07-08,228.0,43.0,LLEO/I,Communications,B,Starlink
2023-096,2460135.67,2023-07-10,Falcon 9,FT5,240/B1058.16 F239,Starlink-93,Starlink Group 6-5,V2M  6-5  (22 Ku),-,CC,LC40,-,-,321.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-07-10,314.0,43.01,LLEO/I,Communications,B,Starlink
2023-099,2460141.66,2023-07-16,Falcon 9,FT5,237/B1060.16 F240,Starlink-94,Starlink Group 5-15,V1.5 5-15 (54 Ku),-,CC,LC40,-,-,338.0, ,    -, ,-,16.49,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16470.0,2023-07-16,297.0,43.01,LLEO/I,Communications,B,Starlink
2023-102,2460145.67,2023-07-20,Falcon 9,FT5,241/B1071.10 F241,Starlink-95,Starlink Group 6-15,V2M  6-15 (15 Ku),-,VSFBS,SLC4E,-,-,312.0, ,    -, ,-,11.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,10950.0,2023-07-20,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-105,2460149.54,2023-07-24,Falcon 9,FT5,242/B1076.6  F242,Starlink-96,Starlink Group 6-6,V2M  6-6  (22 Ku),-,CC,LC40,-,-,302.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-07-24,293.0,43.0,LLEO/I,Communications,B,Starlink
2023-107,2460153.67,2023-07-28,Falcon 9,FT5,243/B1062.15 F243,Starlink-97,Starlink Group 6-7,V2M  6-7  (22 Ku),-,CC,LC40,-,-,321.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-07-28,314.0,43.01,LLEO/I,Communications,B,Starlink
2023-113,2460163.61,2023-08-07,Falcon 9,FT5,244/B1078.4  F245,Starlink-98,Starlink Group 6-8,V2M  6-8  (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-08-07,283.0,43.0,LLEO/I,Communications,B,Starlink
2023-115,2460164.66,2023-08-08,Falcon 9,FT5,247/B1075.5  F246,Starlink-99,Starlink Group 6-20,V2M  6-20 (15 Ku),-,VSFBS,SLC4E,-,-,292.0, ,    -, ,-,11.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,10950.0,2023-08-08,281.0,43.0,LLEO/I,Communications,B,Starlink
2023-119,2460167.72,2023-08-11,Falcon 9,FT5,246/B1069.9  F247,Starlink-100,Starlink Group 6-9,V2M  6-9  (22 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-08-11,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-122,2460173.65,2023-08-17,Falcon 9,FT5,248/B1067.13 F248,Starlink-101,Starlink Group 6-10,V2M  6-10 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-08-17,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-124,2460178.9,2023-08-22,Falcon 9,FT5,250/B1061.15 F249,Starlink-102,Starlink Group 7-1,V2M  7-1  (21 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2023-08-22,284.0,53.05,LLEO/I,Communications,B,Starlink
2023-129,2460183.55,2023-08-27,Falcon 9,FT5,251/B1080.3  F251,Starlink-103,Starlink Group 6-11,V2M  6-11 (22 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-08-27,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-131,2460188.6,2023-09-01,Falcon 9,FT5,252/B1077.7  F252,Starlink-104,Starlink Group 6-13,V2M  6-13 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-01,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-134,2460191.62,2023-09-04,Falcon 9,FT5,254/B1073.10 F254,Starlink-105,Starlink Group 6-12,V2M  6-12 (21 Ku),-,KSC,LC39A,-,-,292.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",15330.0,2023-09-04,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-138,2460196.63,2023-09-09,Falcon 9,FT5,255/B1076.7  F255,Starlink-106,Starlink Group 6-14,V2M  6-14 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-09,283.0,43.0,LLEO/I,Communications,B,Starlink
2023-141,2460199.79,2023-09-12,Falcon 9,FT5,256/B1071.11 F256,Starlink-107,Starlink Group 7-2,V2M  7-2  (21 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2023-09-12,284.0,53.06,LLEO/I,Communications,B,Starlink
2023-144,2460203.65,2023-09-16,Falcon 9,FT5,257/B1078.5  F257,Starlink-108,Starlink Group 6-16,V2M  6-16 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-16,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-146,2460207.65,2023-09-20,Falcon 9,FT5,258/B1058.17 F258,Starlink-109,Starlink Group 6-17,V2M  6-17 (22 Ku),-,CC,LC40,-,-,288.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-21,280.0,43.0,LLEO/I,Communications,B,Starlink
2023-147,2460211.65,2023-09-24,Falcon 9,FT5,259/B1060.17 F259,Starlink-110,Starlink Group 6-18,V2M  6-18 (22 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-24,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-148,2460212.87,2023-09-25,Falcon 9,FT5,260/B1075.6  F260,Starlink-111,Starlink Group 7-3,V2M  7-3  (21 Ku),-,VSFBS,SLC4E,-,-,293.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2023-09-25,284.0,53.06,LLEO/I,Communications,B,Starlink
2023-151,2460217.58,2023-09-30,Falcon 9,FT5,261/B1069.10 F261,Starlink-112,Starlink Group 6-19,V2M  6-19 (22 Ku),-,CC,LC40,-,-,293.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-09-30,284.0,43.0,LLEO/I,Communications,B,Starlink
2023-153,2460222.73,2023-10-05,Falcon 9,FT5,262/B1076.8  F262,Starlink-113,Starlink Group 6-21,V2M  6-21 (22 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-10-05,283.0,43.0,LLEO/I,Communications,B,Starlink
2023-156,2460226.82,2023-10-09,Falcon 9,FT5,263/B1063.14 F263,Starlink-114,Starlink Group 7-4,V2M  7-4  (21 Ku),-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2023-10-09,285.0,53.06,LLEO/I,Communications,B,Starlink
2023-158,2460231.46,2023-10-13,Falcon 9,FT5,264/B1067.14 F264,Starlink-115,Starlink Group 6-22,V2M  6-22 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-10-14,282.0,43.0,LLEO/I,Communications,B,Starlink
2023-160,2460235.53,2023-10-18,Falcon 9,FT5,265/B1062.16 F265,Starlink-116,Starlink Group 6-23,V2M  6-23 (22 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16060.0,2023-10-18,283.0,43.0,LLEO/I,Communications,B,Starlink
2023-161,2460238.85,2023-10-21,Falcon 9,FT5,266/B1061.16 F266,Starlink-117,Starlink Group 7-5,V2M  7-5  (21 Ku),-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15330.0,2023-10-21,285.0,53.06,LLEO/I,Communications,B,Starlink
2023-162,2460239.6,2023-10-22,Falcon 9,FT5,267/B1080.4  F267,Starlink-118,Starlink Group 6-24,V2M  6-24 (23 Ku),-,CC,LC40,-,-,290.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-10-22,283.0,43.01,LLEO/I,Communications,B,Starlink
2023-166,2460246.88,2023-10-29,Falcon 9,FT5,268/B1075.7  F268,Starlink-119,Starlink Group 7-6,V2M  7-6  (22 Ku),-,VSFBS,SLC4E,-,-,294.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2023-10-29,286.0,53.06,LLEO/I,Communications,B,Starlink
2023-167,2460248.47,2023-10-30,Falcon 9,FT5,269/B1077.8  F269,Starlink-120,Starlink Group 6-25,V2M  6-25 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-10-31,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-170,2460252.53,2023-11-04,Falcon 9,FT5,271/B1058.18 F270,Starlink-121,Starlink Group 6-26,V2M  6-26 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-11-04,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-171,2460256.71,2023-11-08,Falcon 9,FT5,273/B1073.11 F271,Starlink-122,Starlink Group 6-27,V2M  6-27 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-11-08,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-177,2460266.71,2023-11-18,Falcon 9,FT5,275/B1069.11 F275,Starlink-123,Starlink Group 6-28,V2M  6-28 (23 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-11-18,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-178,2460268.94,2023-11-20,Falcon 9,FT5,276/B1063.15 F276,Starlink-124,Starlink Group 7-7,V2M  7-7  (22 Ku),-,VSFBS,SLC4E,-,-,292.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2023-11-21,283.0,53.06,LLEO/I,Communications,B,Starlink
2023-180,2460270.82,2023-11-22,Falcon 9,FT5,277/B1067.15 F277,Starlink-125,Starlink Group 6-29,V2M  6-29 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-11-22,283.0,43.01,LLEO/I,Communications,B,Starlink
2023-183,2460276.68,2023-11-28,Falcon 9,FT5,278/B1062.17 F278,Starlink-126,Starlink Group 6-30,V2M  6-30 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-11-28,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-186,2460281.67,2023-12-03,Falcon 9,FT5,280/B1078.6  F280,Starlink-127,Starlink Group 6-31,V2M  6-31 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-12-03,285.0,43.01,LLEO/I,Communications,B,Starlink
2023-191,2460285.71,2023-12-07,Falcon 9,FT5,281/B1077.9  F281,Starlink-128,Starlink Group 6-33,V2M  6-33 (23 Ku),-,CC,LC40,-,-,291.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-12-07,284.0,43.01,LLEO/I,Communications,B,Starlink
2023-192,2460286.84,2023-12-08,Falcon 9,FT5,282/B1071.13 F282,Starlink-129,Starlink Group 7-8,V2M  7-8  (22 Ku),-,VSFBS,SLC4E,-,-,295.0, ,    -, ,-,16.5,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,16060.0,2023-12-08,285.0,53.17,LLEO/I,Communications,B,Starlink
2023-200,2460297.67,2023-12-19,Falcon 9,FT5,283/B1081.3  F283,Starlink-130,Starlink Group 6-34,V2M  6-34 (23 Ku),-,CC,LC40,-,-,292.0, ,    -, ,-,17.25,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16790.0,2023-12-19,284.0,43.01,LLEO/I,Communications,B,Starlink
