Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
1983-036,2445447.1,1983-04-22,Soyuz-U,-,76054  -957,Kosmos-1454,Feniks No. 957,-,-,NIIP-53,LC41/1,-,-,282.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1983-04-29,162.0,67.14,LLEO/I,Observation,D,Eastern Military
1983-039,2445450.92,1983-04-26,Soyuz-U,-,78039  -214,Kosmos-1457,Oktan No. 214,-,-,NIIP-5,LC31,-,-,355.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2886.0,1983-05-03,169.0,70.39,LLEO/I,Observation,D,Eastern Military
1983-040,2445452.85,1983-04-28,Soyuz-U,-,76054  -768,Kosmos-1458,Fram,-,-,NIIP-53,LC41/1,-,-,244.0, ,    -, ,-,6.1,UNKS,OS,-,G,Sat LEO O,NK96-26-40,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2455.0,1983-04-30,209.0,82.32,LLEO/I,Observation,C,Eastern Government
1983-043,2445460.88,1983-05-06,Soyuz-U,-,77024  -771,Kosmos-1460,Zenit-6,-,-,NIIP-5,LC31,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2655.0,1983-05-08,349.0,70.34,LLEO/I,Observation,D,Eastern Military
1983-045,2445471.83,1983-05-17,Soyuz-U,-,78055  -839,Kosmos-1462,Resurs-F1 17F41 No. 21,-,-,NIIP-53,LC41/1,-,-,273.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1983-05-19,257.0,82.32,LLEO/I,Observation,C,Eastern Government
1983-050,2445481.0,1983-05-26,Soyuz-U,-,77024  -250,Kosmos-1466,Oktan No. 250,-,-,NIIP-5,LC31,-,-,287.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2886.0,1983-06-02,166.0,64.88,LLEO/I,Observation,D,Eastern Military
1983-052,2445485.99,1983-05-31,Soyuz-U,-,77024  -775,Kosmos-1467,Zenit-6,-,-,NIIP-53,LC43/4,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-06-02,356.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-055,2445492.83,1983-06-07,Soyuz-U,-,78012  -122,Kosmos-1468,Resurs-F1 17F41 No. 22,-,-,NIIP-53,LC41/1,-,-,277.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1983-06-09,253.0,82.34,LLEO/I,Observation,C,Eastern Government
1983-057,2445500.01,1983-06-14,Soyuz-U,-,76054  -762,Kosmos-1469,Zenit-6,-,-,NIIP-53,LC43/4,-,-,338.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-06-16,232.0,72.85,LLEO/I,Observation,D,Eastern Military
1983-062,2445512.88,1983-06-27,Soyuz-U,-,Sh15000-349,Soyuz T-9,Soyuz 7K-ST No. 14L,-,-,NIIP-5,LC1,-,-,333.0, ,    -, ,-,6.85,UNKS,OS,-,G,Sat LSS O,NK0204-71,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2850.0,1983-07-27,318.0,51.61,LLEO/I,Other,C,Eastern Government
1983-064,2445514.12,1983-06-28,Soyuz-U,-,77024  -958,Kosmos-1471,Feniks No. 958,-,-,NIIP-53,LC41/1,-,-,273.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1983-07-05,173.0,67.14,LLEO/I,Observation,D,Eastern Military
1983-068,2445520.83,1983-07-05,Soyuz-U,-,78012  -123,Kosmos-1472,Zenit-6,-,-,NIIP-53,LC41/1,-,-,360.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-07-07,336.0,82.35,LLEO/I,Observation,D,Eastern Military
1983-071,2445528.9,1983-07-13,Soyuz-U,-,78012  -781,Kosmos-1482,Zenit-6,-,-,NIIP-5,LC1,-,-,411.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2655.0,1983-07-15,351.0,69.98,LLEO/I,Observation,D,Eastern Military
1983-074,2445535.83,1983-07-20,Soyuz-U,-,78012  -083,Kosmos-1483,Resurs-F1 17F41 No. 23,-,-,NIIP-53,LC43/4,-,-,272.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1983-07-22,258.0,82.32,LLEO/I,Observation,C,Eastern Government
1983-075,2445539.74,1983-07-24,Vostok 8A92M,-,77049  -376,Kosmos-1484,Resurs-OE No. 3-2,-,-,NIIP-5,LC31,-,-,659.0, ,    -, ,-,1.5,UNKS,OS,-,G,Sat SSO O,AK15,NK9422-46,Kosmodrom6-15,SSO,R-7,Soyuz,SU,Soviet Union,NIIP5,,1500.0,1983-08-25,593.0,98.01,LEO/S,Observation,C,Eastern Government
1983-076,2445542.0,1983-07-26,Soyuz-U,-,76054  -769? (269?),Kosmos-1485,Zenit-6,-,-,NIIP-53,LC16/2,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-07-28,356.0,72.85,LLEO/I,Observation,D,Eastern Military
1983-080,2445551.89,1983-08-05,Soyuz-U,-,78012  -125,Kosmos-1487,Resurs-F1 17F41 No. 25,-,-,NIIP-53,LC43/4,-,-,271.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1983-08-10,257.0,82.31,LLEO/I,Observation,C,Eastern Government
1983-082,2445555.97,1983-08-09,Soyuz-U,-,77024  -774,Kosmos-1488,Zenit-6,-,-,NIIP-53,LC43/4,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-08-11,355.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-083,2445557.04,1983-08-10,Soyuz-U,-,77024  -252,Kosmos-1489,Oktan No. 252,-,-,NIIP-5,LC1,-,-,346.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2886.0,1983-08-17,167.0,64.72,LLEO/I,Observation,D,Eastern Military
1983-085,2445564.01,1983-08-17,Soyuz-U,-,Ts15000-302,Progress-17,Progress 7K-TG No. 119,-,-,NIIP-5,LC1,-,-,338.0, ,    -, ,-,9.218,UNKS,OS,-,G,Sat LSS O,NK9807-46,VSA074,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1983-08-24,319.0,51.61,LLEO/I,SS/IMG-R,C,Eastern Government
1983-087,2445569.96,1983-08-23,Soyuz-U,-,77024  -776,Kosmos-1493,Zenit-6,-,-,NIIP-53,LC43/4,-,-,412.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-08-25,358.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-092,2445580.93,1983-09-03,Soyuz-U,-,78012  -084,Kosmos-1495,Fram,-,-,NIIP-53,LC43/4,-,-,234.0, ,    -, ,-,6.1,UNKS,OS,-,G,Sat LEO O,NK96-26-40,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2455.0,1983-09-05,212.0,82.32,LLEO/I,Observation,C,Eastern Government
1983-093,2445585.06,1983-09-07,Soyuz-U,-,78012  -782,Kosmos-1496,Oktan No. 251,-,-,NIIP-53,LC16/2,-,-,354.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1983-09-14,167.0,67.18,LLEO/I,Observation,D,Eastern Military
1983-095,2445586.96,1983-09-09,Soyuz-U,-,78012  -783,Kosmos-1497,Zenit-6,-,-,NIIP-53,LC43/4,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-09-11,355.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-096,2445591.93,1983-09-14,Soyuz-U,-,78039  -952,Kosmos-1498,Resurs-F1 17F41 No. 24,-,-,NIIP-53,LC41/1,-,-,271.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1983-09-21,257.0,82.31,LLEO/I,Observation,C,Eastern Government
1983-097,2445594.97,1983-09-17,Soyuz-U,-,77024  -251,Kosmos-1499,Zenit-6,-,-,NIIP-53,LC41/1,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-09-19,355.0,72.85,LLEO/I,Observation,D,Eastern Military
1983-F02,2445604.32,1983-09-26,Soyuz-U,-,Yu15000-363,Soyuz T,Soyuz 7K-ST No. 16L,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,6.9,UNKS,OF,PE,G,Sat LSS O,NK0204-71,-,"Fire at T-20s, abort",LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1983-104,2445621.92,1983-10-14,Soyuz-U,-,77024  -803,Kosmos-1504,Yantar'-4K2,-,-,NIIP-5,LC31,-,-,297.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2886.0,1983-10-21,164.0,64.88,LLEO/I,Observation,D,Eastern Military
1983-106,2445627.92,1983-10-20,Soyuz-U,-,Ts15000-287,Progress-18,Progress 7K-TG No. 118,-,-,NIIP-5,LC31,-,-,344.0, ,    -, ,-,9.129,UNKS,OS,-,G,Sat LSS O,NK9807-46,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1983-10-27,328.0,51.63,LLEO/I,Other,C,Eastern Government
1983-107,2445629.01,1983-10-21,Soyuz-U,-,78012  -784,Kosmos-1505,Zenit-6,-,-,NIIP-53,LC16/2,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-10-23,356.0,72.88,LLEO/I,Observation,D,Eastern Military
1983-109,2445635.88,1983-10-28,Vostok 8A92M,-,77025  -325,Meteor-2,Meteor-2 No. 10,-,-,NIIP-53,LC16/2,-,-,888.0, ,    -, ,-,1.5,UNKS,OS,-,G,Sat LEO O,PL-WWW,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,1500.0,1983-11-29,751.0,81.16,LEO/I,Observation,C,Eastern Government
1983-112,2445656.01,1983-11-17,Soyuz-U,-,78012  -785,Kosmos-1509,Zenit-6,-,-,NIIP-53,LC16/2,-,-,290.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-11-19,225.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-117,2445669.07,1983-11-30,Soyuz-U,-,77024  -249,Kosmos-1511,Oktan No. 249,-,-,NIIP-53,LC41/1,-,-,349.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,NK9718-91,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1983-12-07,168.0,67.14,LLEO/I,Observation,D,Eastern Military
1983-119,2445676.01,1983-12-07,Soyuz-U,-,78012  -786,Kosmos-1512,Zenit-6,-,-,NIIP-53,LC41/1,-,-,416.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1983-12-09,354.0,72.86,LLEO/I,Observation,D,Eastern Military
1983-121,2445682.79,1983-12-14,Soyuz-U,-,Yu15000-371,Kosmos-1514,Bion No. 6,-,-,NIIP-53,LC41/1,-,-,258.0, ,    -, ,-,6.26,UNKS,OS,-,G,Sat LEO O,NK96-26-34,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2040.0,1983-12-16,212.0,82.31,LLEO/I,Science,C,Eastern Government
1983-124,2445695.9,1983-12-27,Soyuz-U,-,Sh15000-345,Kosmos-1516,Siluet No. 3,-,-,NIIP-5,LC31,-,-,267.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2720.0,1984-01-03,203.0,64.89,LLEO/I,Observation,D,Eastern Military
1984-002,2445711.01,1984-01-11,Soyuz-U,-,78012  -787,Kosmos-1530,Zenit-6,-,-,NIIP-53,LC43/4,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-01-13,355.0,72.83,LLEO/I,Observation,D,Eastern Military
1984-004,2445713.11,1984-01-13,Soyuz-U,-,78012  -806     *,Kosmos-1532,Kobal't,-,-,NIIP-53,LC41/1,-,-,324.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1984-01-20,162.0,67.13,LLEO/I,Observation,D,Eastern Military
1984-006,2445725.87,1984-01-26,Soyuz-U2,-,76032? -791 (-003),Kosmos-1533,Zenit-6,-,-,NIIP-5,LC31,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2655.0,1984-01-28,347.0,70.37,LLEO/I,Observation,D,Eastern Military
1984-014,2445739.01,1984-02-08,Soyuz-U,-,Yu15000-357,Soyuz T-10,Soyuz 7K-ST No. 15L,-,-,NIIP-5,LC31,-,-,302.0, ,    -, ,-,6.85,UNKS,OS,-,G,Sat LSS O,NK0204-71,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2850.0,1984-03-09,301.0,51.63,LLEO/I,Other,C,Eastern Government
1984-017,2445746.84,1984-02-16,Soyuz-U,-,76032  -126,Kosmos-1537,Resurs-F1 17F41 No. 27,-,-,NIIP-53,LC41/1,-,-,272.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1984-02-18,259.0,82.35,LLEO/I,Observation,D,Eastern Military
1984-018,2445751.78,1984-02-21,Soyuz-U,-,Yu15000-367,Progress-19,Progress 7K-TG No. 120,-,-,NIIP-5,LC31,-,-,305.0, ,    -, ,-,9.344,UNKS,OS,-,G,Sat LSS O,NK9807-46,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1984-03-05,303.0,51.63,LLEO/I,Other,C,Eastern Government
1984-020,2445759.08,1984-02-28,Soyuz-U,-,78012  -789,Kosmos-1539,Kobal't,-,-,NIIP-53,LC16/2,-,-,280.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1984-03-06,165.0,67.15,LLEO/I,Observation,D,Eastern Military
1984-025,2445766.83,1984-03-07,Soyuz-U2,-,76032  -792 (-004),Kosmos-1542,Zenit-6,-,-,NIIP-5,LC31,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2655.0,1984-03-09,348.0,70.35,LLEO/I,Observation,D,Eastern Military
1984-026,2445770.21,1984-03-10,Soyuz-U,-,Ts15000-309,Kosmos-1543,Efir No. 1,-,-,NIIP-53,LC41/1,-,-,391.0, ,    -, ,-,5.4,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2400.0,1984-03-17,216.0,62.82,LLEO/I,Science,C,Eastern Government
1984-030,2445780.96,1984-03-21,Soyuz-U-PVB,-,77024  -779,Kosmos-1545,Zenit-6,-,-,NIIP-53,LC43/4,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,NK9909-68,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-03-28,356.0,72.84,LLEO/I,Observation,D,Eastern Military
1984-032,2445794.05,1984-04-03,Soyuz-U,-,Sc15000-395,Soyuz T-11,Soyuz 7K-ST No. 17L,-,-,NIIP-5,LC31,-,-,357.0, ,    -, ,-,6.85,UNKS,OS,-,G,Sat LSS O,NK0204-71,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2850.0,1984-06-04,333.0,51.62,LLEO/I,Other,C,Eastern Government
1984-036,2445801.08,1984-04-10,Soyuz-U,-,76032  -808,Kosmos-1548,Kobal't,-,-,NIIP-53,LC41/1,-,-,326.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1984-04-17,182.0,67.15,LLEO/I,Observation,D,Eastern Military
1984-038,2445805.84,1984-04-15,Soyuz-U2,-,Yu15000-005,Progress-20,Progress 7K-TG No. 121,-,-,NIIP-5,LC31,-,-,269.0, ,    -, ,-,9.626,UNKS,OS,-,G,Sat LSS O,NK9807-46,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1984-04-17,236.0,51.59,LLEO/I,Other,C,Eastern Government
1984-040,2445809.99,1984-04-19,Soyuz-U,-,76032  -788,Kosmos-1549,Zenit-6,-,-,NIIP-53,LC16/2,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-04-21,357.0,72.89,LLEO/I,Observation,D,Eastern Military
1984-042,2445828.45,1984-05-07,Soyuz-U,-,Sc15000-399,Progress-21,Progress 7K-TG No. 116,-,-,NIIP-5,LC31,-,-,277.0, ,    -, ,-,9.33,UNKS,OS,-,G,Sat LSS O,NK9807-46,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1984-05-09,243.0,51.64,LLEO/I,Other,C,Eastern Government
1984-044,2445832.04,1984-05-11,Soyuz-U,-,76032  -811,Kosmos-1551,Zenit-6,-,-,NIIP-53,LC41/1,-,-,257.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-05-13,212.0,72.87,LLEO/I,Observation,D,Eastern Military
1984-045,2445835.08,1984-05-14,Soyuz-U,-,Yu15000-364,Kosmos-1552,Yantar'-4KS1,-,-,NIIP-5,LC31,-,-,303.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,3390.0,1984-06-13,218.0,64.93,LLEO/I,Observation,D,Eastern Military
1984-048,2445842.85,1984-05-22,Soyuz-U,-,77046  -050,Kosmos-1557,Fram,-,-,NIIP-53,LC43/4,-,-,237.0, ,    -, ,-,6.1,UNKS,OS,-,G,Sat LEO O,NK96-26-40,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2455.0,1984-05-24,210.0,82.33,LLEO/I,Observation,C,Eastern Government
1984-050,2445845.98,1984-05-25,Soyuz-U,-,76032  -810,Kosmos-1558,Kobal't,-,-,NIIP-53,LC16/2,-,-,305.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1984-06-01,165.0,67.15,LLEO/I,Observation,D,Eastern Military
1984-051,2445849.09,1984-05-28,Soyuz-U,-,Sc15000-405,Progress-22,Progress 7K-TG No. 122,-,-,NIIP-5,LC31,-,-,356.0, ,    -, ,-,9.376,UNKS,OS,-,G,Sat LSS O,NK9807-46,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,7250.0,1984-06-04,333.0,51.61,LLEO/I,SS/IMG-R,C,Eastern Government
1984-054,2445853.08,1984-06-01,Soyuz-U,-,77046  -148,Kosmos-1568,Zenit-6,-,-,NIIP-53,LC43/4,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-06-03,355.0,72.84,LLEO/I,Observation,D,Eastern Military
1984-058,2445862.86,1984-06-11,Soyuz-U,-,76032  -795,Kosmos-1571,Oblik,-,-,NIIP-5,LC1,-,-,414.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2655.0,1984-06-18,348.0,70.02,LLEO/I,Observation,D,Eastern Military
1984-060,2445866.85,1984-06-15,Soyuz-U,-,76032  -793,Kosmos-1572,Resurs-F1 17F41 No. 26,-,-,NIIP-53,LC41/1,-,-,272.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1984-06-17,259.0,82.35,LLEO/I,Observation,D,Eastern Military
1984-061,2445870.95,1984-06-19,Soyuz-U,-,76032  -796,Kosmos-1573,Zenit-6,-,-,NIIP-53,LC16/2,-,-,310.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-06-21,230.0,72.87,LLEO/I,Observation,D,Eastern Military
1984-064,2445873.82,1984-06-22,Soyuz-U,-,76032  -790,Kosmos-1575,Resurs-F1 17F41 No. 48,-,-,NIIP-53,LC41/1,-,-,273.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1984-06-29,256.0,82.33,LLEO/I,Observation,D,Eastern Military
1984-066,2445878.15,1984-06-26,Soyuz-U,-,76032  -807,Kosmos-1576,Kobal't,-,-,NIIP-53,LC41/1,-,-,342.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2886.0,1984-07-03,184.0,67.15,LLEO/I,Observation,D,Eastern Military
1984-070,2445881.12,1984-06-29,Soyuz-U,-,77046  -306,Kosmos-1580,Oblik No. 793,-,-,NIIP-53,LC43/4,-,-,270.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-07-01,227.0,62.8,LLEO/I,Observation,D,Eastern Military
1984-073,2445899.24,1984-07-17,Soyuz-U2,-,Yu15000-006,Soyuz T-12,Soyuz 7K-ST No. 18L,-,-,NIIP-5,LC31,-,-,354.0, ,    -, ,-,6.85,UNKS,OS,-,G,Sat LSS O,NK0204-71,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2850.0,1984-07-22,332.0,51.6,LLEO/I,Other,C,Eastern Government
1984-074,2445900.85,1984-07-19,Soyuz-U,-,77046  -149,Kosmos-1582,Resurs-F1 17F41 No. 49,-,-,NIIP-53,LC43/4,-,-,279.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK95-20-29,NK9911-24,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2555.0,1984-07-21,252.0,82.35,LLEO/I,Observation,D,Eastern Military
1984-075,2445906.03,1984-07-24,Soyuz-U,-,77046  -150,Kosmos-1583,Oblik,-,-,NIIP-53,LC16/2,-,-,415.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-08-06,357.0,72.89,LLEO/I,Observation,D,Eastern Military
1984-076,2445908.87,1984-07-27,Soyuz-U,-,77046  -307,Kosmos-1584,Oblik (Priroda),-,-,NIIP-53,LC41/1,-,-,352.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,NK96-26-40,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-08-06,179.0,82.34,LLEO/I,Observation,D,Eastern Military
1984-077,2445913.02,1984-07-31,Soyuz-U,-,77046  -823,Kosmos-1585,Kobal't,-,-,NIIP-5,LC1,-,-,303.0, ,    -, ,-,6.6,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2886.0,1984-08-07,167.0,64.73,LLEO/I,Observation,D,Eastern Military
1984-082,2445919.08,1984-08-06,Soyuz-U,-,76032  -794,Kosmos-1587,Oblik,-,-,NIIP-53,LC41/1,-,-,358.0, ,    -, ,-,6.3,UNKS,OS,-,G,Sat LEO O,AK15/RAEX,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP53,,2655.0,1984-08-13,195.0,72.86,LLEO/I,Observation,D,Eastern Military
