Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
1957 ALP,2436116.31,1957-10-04,Sputnik 8K71PS,-,M1-PS,PS-1,PS-1,-,-,NIIP-5,LC1,-,-,938.0, ,    -, ,-,0.084,MVS,OS,-,G,Sat LEO O 1,Energiya,SFLT39-331,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,84.0,1957-10-04,214.0,65.1,LLEO/I,Tech Demo,C,Eastern Government
1957 BET,2436145.6,1957-11-03,Sputnik 8K71PS,-,M1-2PS,PS-2,PS-2,-,-,NIIP-5,LC1,-,-,1659.0, ,    -, ,-,8.308,MVS,OS,-,G,Sat LEO A 1,Grahn-WWW,Energiya,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,508.0,1957-11-03,211.0,65.33,LEO/I,Science,C,Eastern Government
1958-F03,2436320.88,1958-04-27,Sputnik 8A91,-,B1-2,ISZ D-1 No. 1,D-1 No. 1,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,1.327,MVS,OF,S1P,G,Sat LEO O 3,NezavB,SFLT39-331,Resonance oscillations,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1958 DEL,2436338.79,1958-05-15,Sputnik 8A91,-,B1-1,ISZ D-1 No. 2,D-1 No. 2,-,-,NIIP-5,LC1,-,-,1247.0, ,    -, ,-,1.327,MVS,OS,-,G,Sat LEO O 3,NezavB,Energiya,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,1327.0,1959-05-07,207.0,65.12,LEO/I,Science,C,Eastern Government
1958-F15,2436469.82,1958-09-23,Vostok-L 8K72,-,B1-3,Luna,E-1 No. 1,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,0.17,MVS,OF,S1P,G,Sat EEO E,AK15,Energiya,Resonance vibrations,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1958-F17,2436488.4,1958-10-11,Vostok-L 8K72,-,B1-4,Luna,E-1 No. 2,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,0.17,MVS,OF,S1P,G,Sat EEO E,AK15,Energiya,Resonance vibrations,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1958-F20,2436542.26,1958-12-04,Vostok-L 8K72,-,B1-5,Luna,E-1 No. 3,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,0.17,MVS,OF,S2P,G,Sat EEO E,AK15,Energiya,Core lost thrust,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1959 MU,2436571.2,1959-01-02,Vostok-L 8K72,-,B1-6,Luna-1,E-1 No. 4,-,-,NIIP-5,LC1,-,-,-242160.0, ,    -, ,-,0.205,MVS,DS,-,G,Sat EEO E,Energiya,-,-,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,205.0,1959-01-04,-370.0,65.0,EEO,Other,C,Eastern Government
1959-F06,2436737.84,1959-06-18,Vostok-L 8K72,-,I1-7,Luna,E-1 No. 5,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,0.17,MVS,OF,S2G,G,Sat EEO E,NezavB,Energiya,Gyro failure,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1959 XI,2436823.78,1959-09-12,Vostok-L 8K72,-,I1-7B,Luna-2,E-1 No. 6,-,-,NIIP-5,LC1,-,-,-354774.0, ,    -, ,-,0.205,MVS,DS,-,G,Sat EEO E,JBIS51-231,Energiya,-,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,205.0,1959-09-12,-371.0,65.3,EEO,Other,C,Eastern Government
1959 THE,2436845.53,1959-10-04,Vostok-L 8K72,-,I1-8,Luna-3,E-2A,-,-,NIIP-5,LC1,-,-,516120.0, ,    -, ,-,0.278,MVS,DS,-,G,Sat EEO E,NezavB,-,-,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,278.0,1959-10-05,-630.0,65.0,CLO,Other,C,Eastern Government
1960-U01,2437040.13,1960-04-15,Vostok-L 8K72,-,L1-9/I-19AMS,-,E-3 No. 1,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,0.28,RVSN,OF,S3U,G,Sat EEO E,NezavB,-,Early cutoff,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1960-F06,2437041.17,1960-04-16,Vostok-L 8K72,-,L1-9A,-,E-3 No. 2,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,0.28,RVSN,OF,S1I,G,Sat EEO E,NezavB,-,Blok B ft ignite,BEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1960 EPS,2437069.5,1960-05-15,Vostok 8K72,-,L1-11,Korabl'-Sputnik,Vostok-1P,-,-,NIIP-5,LC1,-,-,674.0, ,    -, ,-,7.1,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1960-06-20,277.0,64.89,LLEO/I,Other,C,Eastern Government
1960-F09,2437143.9,1960-07-28,Vostok 8K72,-,L1-10,-,Vostok-1 No. 1,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,4.7,RVSN,OF,S1P,G,Sat LEO O,NezavB,-,Fail T+19s,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1960 LAM,2437165.86,1960-08-19,Vostok 8K72,-,L1-12,Korabl'-Sputnik-2,Vostok-1 No. 2,-,-,NIIP-5,LC1,-,-,307.0, ,    -, ,-,4.58,RVSN,OS,-,G,Sat LEO O,NezavB,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1960-08-19,307.0,64.9,LLEO/I,Other,C,Eastern Government
1960 RHO,2437269.81,1960-12-01,Vostok 8K72,-,L1-13,Korabl'-Sputnik-3,Vostok-1 No. 3,-,-,NIIP-5,LC1,-,-,237.0, ,    -, ,-,4.58,RVSN,OS,-,G,Sat LEO O,NezavB,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1960-12-01,171.0,65.0,LLEO/I,Other,C,Eastern Government
1960-F19,2437290.82,1960-12-22,Vostok 8K72,K,L1-13A,-,Vostok-1 No. 4,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,4.7,RVSN,OF,S3P,G,Sat LEO O,NezavB,-,Gas generator,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1961 THE,2437367.77,1961-03-09,Vostok 8K72,K,E103-14,Korabl'-Sputnik-4,Vostok-3 No. 1,-,-,NIIP-5,LC1,-,-,239.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NezavB,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1961-03-09,173.0,64.93,LLEO/I,Other,C,Eastern Government
1961 IOT,2437383.75,1961-03-25,Vostok 8K72,K,E103-15,Korabl'-Sputnik-5,Vostok-3 No. 2,-,-,NIIP-5,LC1,-,-,229.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NezavB,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1961-03-25,163.0,64.9,LLEO/I,Other,C,Eastern Government
1961 MU,2437401.75,1961-04-12,Vostok 8K72,K,E103-16,Vostok,Vostok-3A No. 3,-,-,NIIP-5,LC1,-,-,314.0, ,    -, ,-,4.725,RVSN,OS,-,G,Sat LEO O,Energiya,VSA074,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2125.0,1961-04-12,168.0,64.95,LLEO/I,Other,C,Eastern Government
1961 TAU,2437517.75,1961-08-06,Vostok 8K72,K,E103-17,Vostok-2,Vostok-3A No. 4,-,-,NIIP-5,LC1,-,-,218.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,VSA074,VSA074,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1961-08-06,172.0,64.87,LLEO/I,Other,C,Eastern Government
1961-F14,2437644.9,1961-12-11,Vostok 8K72,K,E103-21,-,Zenit-2 No. 1,-,-,NIIP-5,LC1,-,-,,?,    -, ,-,4.7,RVSN,OF,S3P,G,Sat LEO O,NK96-10-65,-,Early shutdown,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1962 XI,2437780.92,1962-04-26,Vostok 8K72,K,E103-20,Kosmos-4,Zenit-2 No. 2,-,-,NIIP-5,LC1,-,-,330.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-04-26,298.0,65.0,LLEO/I,Observation,D,Eastern Military
1962-F06,2437816.9,1962-06-01,Vostok 8A92,-,E 15000- 01,-,Zenit-2 No. 3,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,4.7,RVSN,OF,S1P,G,Sat LEO O,NK96-10-65,-,Blok-B failed,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1962 A IOT,2437873.89,1962-07-28,Vostok 8A92,-,T 15000- 07,Kosmos-7,Zenit-2 No. 4,-,-,NIIP-5,LC1,-,-,352.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-07-30,200.0,64.95,LLEO/I,Observation,D,Eastern Military
1962 A MU,2437887.85,1962-08-11,Vostok 8K72,K,E103-23,Vostok-3,Vostok-3A No. 5,-,-,NIIP-5,LC1,-,-,200.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-08-14,158.0,64.96,LLEO/I,Other,C,Eastern Government
1962 A NU,2437888.83,1962-08-12,Vostok 8K72,K,E103-22,Vostok-4,Vostok-3A No. 6,-,-,NIIP-5,LC1,-,-,221.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-08-12,168.0,64.95,LLEO/I,Other,C,Eastern Government
1962 A OME,2437934.9,1962-09-27,Vostok 8A92,-,T 15000- 06,Kosmos-9,Zenit-2 No. 7,-,-,NIIP-5,LC1,-,-,339.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-09-29,297.0,64.99,LLEO/I,Observation,D,Eastern Military
1962 B ZET,2437954.88,1962-10-17,Vostok 8A92,-,T 15000- 03,Kosmos-10,Zenit-2 No. 5,-,-,NIIP-5,LC1,-,-,368.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-10-17,196.0,65.0,LLEO/I,Observation,D,Eastern Military
1962 B OME,2438020.89,1962-12-22,Vostok 8A92,-,T 15000- 10,Kosmos-12,Zenit-2 No. 6,-,-,NIIP-5,LC1,-,-,387.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,"NK96-10-65,AVM",-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1962-12-24,199.0,64.92,LLEO/I,Observation,D,Eastern Military
1963-006,2438109.85,1963-03-21,Vostok 8A92,-,T 15000- 01,Kosmos-13,Zenit-2 No. 9,-,-,NIIP-5,LC1,-,-,318.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK13,TLE,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-03-23,201.0,64.95,LLEO/I,Observation,D,Eastern Military
1963-011,2438141.85,1963-04-22,Vostok 8A92,-,T 15000- 08,Kosmos-15,Zenit-2 No. 8,-,-,NIIP-5,LC1,-,-,357.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK13,TLE,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-04-24,160.0,64.97,LLEO/I,Observation,D,Eastern Military
1963-012,2438147.87,1963-04-28,Vostok 8A92,-,E 15000- 02,Kosmos-16,Zenit-2 No. 10,-,-,NIIP-5,LC1,-,-,384.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK13,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-04-30,195.0,65.04,LLEO/I,Observation,D,Eastern Military
1963-018,2438173.94,1963-05-24,Vostok 8A92,-,E 15000- 12,Kosmos-18,Zenit-2 No. 11,-,-,NIIP-5,LC1,-,-,278.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,TLE,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-05-30,203.0,64.91,LLEO/I,Observation,D,Eastern Military
1963-020,2438195.0,1963-06-14,Vostok 8K72,K,E103-24,Vostok-5,Vostok-3A No. 7,-,-,NIIP-5,LC1,-,-,164.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-06-18,158.0,64.92,LLEO/I,Other,C,Eastern Government
1963-023,2438196.9,1963-06-16,Vostok 8K72,K,E103-25,Vostok-6,Vostok-3A No. 8,-,-,NIIP-5,LC1,-,-,191.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-06-18,163.0,64.92,LLEO/I,Other,C,Eastern Government
1963-E01,2438220.92,1963-07-10,Vostok 8A92,-,E 15000- 04,-,Zenit-2 No. 12,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,4.7,RVSN,OE,PE,G,Sat LEO O,RML,NK96-10-65,"Turbopump, exploded",LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1963-040,2438320.9,1963-10-18,Vostok 8A92,-,G 15001- 01,Kosmos-20,Zenit-2 No. 13,-,-,NIIP-5,LC1,-,-,297.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-10-18,202.0,64.89,LLEO/I,Observation,D,Eastern Military
1963-043,2438334.87,1963-11-01,Polyot 11A59,-,E 15003- 02A,Polyot,I-2B No. 102,-,-,NIIP-5,LC31,-,-,1418.0, ,    -, ,-,1.95,RVSN,OS,-,G,Sat LEO S,AK13,XPC,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,1950.0,1963-12-05,327.0,58.88,LEO/I,Tech Demo,D,Eastern Military
1963-045,2438349.94,1963-11-16,Voskhod 11A57,-,G 15000- 06,Kosmos-22,Zenit-4 No. 1,-,-,NIIP-5,LC1,-,-,381.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1963-11-18,194.0,64.9,LLEO/I,Observation,D,Eastern Military
1963-F15,2438361.89,1963-11-28,Vostok 8A92,-,G 15001- 02,-,Zenit-2 No. 14,-,-,NIIP-5,LC1,-,-,, ,    -, ,-,4.7,RVSN,OF,S3I,G,Sat LEO O,AK13,NK96-10-65,No ignition,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,,,,,,,,Eastern Government
1963-052,2438382.9,1963-12-19,Vostok 8A92,-,G 15001- 03,Kosmos-24,Zenit-2 No. 15,-,-,NIIP-5,LC1,-,-,393.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,NK96-10-65,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1963-12-23,199.0,65.03,LLEO/I,Observation,D,Eastern Military
1964-006,2438424.91,1964-01-30,Vostok 8K72,K,G103-18,Elektron-1/2,2D No. 1,-,-,NIIP-5,LC1,-,-,7124.0, ,    -, ,-,0.81,RVSN,OS,-,G,Sat HEO O 1,Energiya,-,-,HEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,810.0,1964-02-29,394.0,60.83,MEO,Science,C,Eastern Government
1964-017,2438489.91,1964-04-04,Vostok 8A92,-,G 15001- 04,Kosmos-28,Zenit-2 No. 16,-,-,NIIP-5,LC31,-,-,378.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-04-06,205.0,65.02,LLEO/I,Observation,D,Eastern Military
1964-019,2438497.9,1964-04-12,Polyot 11A59,-,T 15001- 01A,Polyot-2,I-1B No. 112,-,-,NIIP-5,LC31,-,-,472.0, ,    -, ,-,2.25,RVSN,OS,-,G,Sat LEO S,Siddiqi,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2250.0,1964-05-25,303.0,58.06,LLEO/I,Tech Demo,D,Eastern Military
1964-021,2438510.93,1964-04-25,Vostok 8A92,-,R 15001- 01,Kosmos-29,Zenit-2 No. 19,-,-,NIIP-5,LC31,-,-,295.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-04-28,202.0,65.01,LLEO/I,Observation,D,Eastern Military
1964-023,2438533.9,1964-05-18,Voskhod 11A57,-,G 15000- 12,Kosmos-30,Zenit-4 No. 2,-,-,NIIP-5,LC1,-,-,368.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1964-05-20,202.0,64.88,LLEO/I,Observation,D,Eastern Military
1964-029,2438556.96,1964-06-10,Vostok 8A92,-,R 15001- 02,Kosmos-32,Zenit-2 No. 18,-,-,NIIP-5,LC31,-,-,322.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-06-14,205.0,51.23,LLEO/I,Observation,D,Eastern Military
1964-033,2438569.92,1964-06-23,Vostok 8A92,-,G 15001- 05,Kosmos-33,Zenit-2 No. 20,-,-,NIIP-5,LC31,-,-,267.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-07-02,209.0,65.03,LLEO/I,Observation,D,Eastern Military
1964-034,2438577.96,1964-07-01,Voskhod 11A57,-,T 15000- 04,Kosmos-34,Zenit-4 No. 3,-,-,NIIP-5,LC1,-,-,345.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1964-07-03,201.0,64.89,LLEO/I,Observation,D,Eastern Military
1964-038,2438587.41,1964-07-10,Vostok 8K72,K,G103-19,Elektron-3/4,2D No. 3,-,-,NIIP-5,LC1,-,-,7026.0, ,    -, ,-,0.794,RVSN,OS,-,G,Sat HEO O 1,Energiya,Kosmodrom6-15,-,HEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,794.0,1964-08-11,401.0,60.8,MEO,Science,C,Eastern Government
1964-039,2438591.98,1964-07-15,Vostok 8A92,-,R 15001- 03,Kosmos-35,Zenit-2 No. 21,-,-,NIIP-5,LC31,-,-,263.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-07-18,212.0,51.26,LLEO/I,Observation,D,Eastern Military
1964-044,2438621.9,1964-08-14,Vostok 8A92,-,R 15001- 04,Kosmos-37,Zenit-2 No. 22,-,-,NIIP-5,LC31,-,-,285.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-08-19,203.0,64.96,LLEO/I,Observation,D,Eastern Military
1964-053,2438636.17,1964-08-28,Vostok 8A92M,-,T 15000- 05,Kosmos-44,Meteor 11F614 No. 1,-,-,NIIP-5,LC31,-,-,863.0, ,    -, ,-,1.25,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,1250.0,1964-10-09,607.0,65.08,LEO/I,Observation,D,Eastern Military
1964-055,2438651.91,1964-09-13,Voskhod 11A57,-,R 15001- 01,Kosmos-45,Zenit-4 No. 5,-,-,NIIP-5,LC1,-,-,316.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1964-09-14,200.0,64.91,LLEO/I,Observation,D,Eastern Military
1964-059,2438663.0,1964-09-24,Vostok 8A92,-,R 15001- 05,Kosmos-46,Zenit-2 No. 23,-,-,NIIP-5,LC31,-,-,261.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-09-29,210.0,51.25,LLEO/I,Observation,D,Eastern Military
1964-062,2438674.79,1964-10-06,Voskhod 11A57,-,R 15000- 02,Kosmos-47,Voskhod 3KV No. 2,-,-,NIIP-5,LC1,-,-,383.0, ,    -, ,-,5.32,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,VSA074:0712,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2520.0,1964-10-06,174.0,64.6,LLEO/I,Other,C,Eastern Government
1964-065,2438680.81,1964-10-12,Voskhod 11A57,-,R 15000- 04,Voskhod,Voskhod 3KV No. 3,-,-,NIIP-5,LC1,-,-,336.0, ,    -, ,-,5.32,RVSN,OS,-,G,Sat LEO O,VSA074,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2520.0,1964-10-12,177.0,64.72,LLEO/I,Other,C,Eastern Government
1964-066,2438682.92,1964-10-14,Vostok 8A92,-,R 15002- 01,Kosmos-48,Zenit-2 No. 24,-,-,NIIP-5,LC31,-,-,282.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-10-15,203.0,65.09,LLEO/I,Observation,D,Eastern Military
1964-070,2438696.94,1964-10-28,Vostok 8A92,-,R 15002- 02,Kosmos-50,Zenit-2 No. 25,-,-,NIIP-5,LC31,-,-,233.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1964-10-29,187.0,51.23,LLEO/I,Observation,D,Eastern Military
1965-001,2438771.9,1965-01-11,Vostok 8A92,-,R 15002- 03,Kosmos-52,Zenit-2 No. 26,-,-,NIIP-5,LC31,-,-,295.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1965-01-13,200.0,64.99,LLEO/I,Observation,D,Eastern Military
1965-012,2438813.81,1965-02-22,Voskhod 11A57,-,R 15000- 03,Kosmos-57,Voskhod 3KD No. 1,-,-,NIIP-5,LC31,-,-,427.0, ,    -, ,-,5.685,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,VSA074:0740:48,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2785.0,1965-02-22,165.0,64.7,LLEO/I,Other,C,Eastern Government
1965-014,2438817.71,1965-02-26,Vostok 8A92M,-,R 15000- 09,Kosmos-58,Meteor 11F614 No. 2,-,-,NIIP-5,LC31,-,-,648.0, ,    -, ,-,1.25,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,1250.0,1965-03-31,561.0,65.04,LEO/I,Observation,D,Eastern Military
1965-015,2438826.87,1965-03-07,Voskhod 11A57,-,R 15001- 05,Kosmos-59,Zenit-4 No. 11,-,-,NIIP-5,LC31,-,-,322.0, ,    -, ,-,5.75,RVSN,OS,-,G,Sat LEO O,AK15,Kosmodrom6-15,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1965-03-08,205.0,64.98,LLEO/I,Observation,D,Eastern Military
1965-022,2438837.79,1965-03-18,Voskhod 11A57,-,R 15000- 05,Voskhod-2,Voskhod 3KD No. 4,-,-,NIIP-5,LC1,-,-,472.0, ,    -, ,-,5.825,RVSN,OS,-,G,Sat LEO O,VSA074,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2785.0,1965-03-18,167.0,64.79,LLEO/I,Other,C,Eastern Government
1965-025,2438844.92,1965-03-25,Vostok 8A92,-,G 15001- 06,Kosmos-64,Zenit-2 No. 17,-,-,NIIP-5,LC31,-,-,256.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1965-03-28,203.0,65.0,LLEO/I,Observation,D,Eastern Military
1965-029,2438867.91,1965-04-17,Voskhod 11A57,-,G 15000- 11,Kosmos-65,Zenit-4 No. 6,-,-,NIIP-5,LC31,-,-,317.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15/RAE,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1965-04-20,205.0,65.0,LLEO/I,Observation,D,Eastern Military
1965-035,2438887.9,1965-05-07,Vostok 8A92,-,R 15002- 04,Kosmos-66,Zenit-2 No. 27,-,-,NIIP-5,LC31,-,-,278.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1965-05-09,200.0,65.01,LLEO/I,Observation,D,Eastern Military
1965-040,2438905.95,1965-05-25,Voskhod 11A57,-,R 15001- 04,Kosmos-67,Zenit-4 No. 10,-,-,NIIP-5,LC31,-,-,337.0, ,    -, ,-,5.65,RVSN,OS,-,G,Sat LEO O,AK15,-,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2200.0,1965-05-28,203.0,51.83,LLEO/I,Observation,D,Eastern Military
1965-046,2438926.9,1965-06-15,Vostok 8A92,-,U 15001- 01,Kosmos-68,Zenit-2 No. 29,-,-,NIIP-5,LC31,-,-,319.0, ,    -, ,-,4.7,RVSN,OS,-,G,Sat LEO O,AK15,NK96-10-65,-,LEO,R-7,Soyuz,SU,Soviet Union,NIIP5,,2100.0,1965-06-17,200.0,65.02,LLEO/I,Observation,D,Eastern Military
