,Launch_Date,LEO
0,2013-04-21,228.0
1,2013-09-18,415.0
2,2014-01-09,415.0
3,2014-07-13,412.0
4,2016-10-17,351.0
5,2017-11-12,316.0
6,2018-05-21,407.0
7,2018-11-17,408.0
8,2019-04-17,403.0
9,2019-11-02,416.0
10,2020-02-15,272.0
11,2020-10-03,418.0
12,2021-02-20,422.0
13,2021-08-10,336.0
14,2022-02-19,417.0
15,2022-11-07,332.0
16,2023-08-02,386.0
