,Launch_Date,LEO
0,2013-04-21,3809.0
1,2013-09-18,2627.0
2,2014-01-09,3223.0
3,2014-07-13,3647.0
4,2016-10-17,1816.0
5,2017-11-12,1869.6
6,2018-05-21,2085.8
7,2018-11-17,2005.86
8,2019-04-17,2025.304
9,2019-11-02,2548.0
10,2020-02-15,2637.0
11,2020-10-03,2541.2
12,2021-02-20,2468.768
13,2021-08-10,2326.0
14,2022-02-19,2347.0
15,2022-11-07,2331.0
16,2023-08-02,2326.0
