Mass_Range,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1t,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-2t,3.6856,0.0,0.0,0.0,0.0,0.0,0.0
2-3t,28.268932,0.0,0.0,0.0,0.0,0.0,0.0
3-4t,10.679,0.0,0.0,0.0,0.0,0.0,0.0
