Mass_Range,Starlink,Commercial,Chinese Commercial,Government,Eastern Government,Military,Eastern Military
0-1t,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1-2t,0.0,0.0,0.0,0.0,0.0,1.743,0.0
2-3t,0.0,0.0,0.0,5.45582,0.0,0.0,0.0
3-4t,0.0,0.0,0.0,0.0,0.0,3.7,0.0
4-5t,0.0,0.0,0.0,5.0,0.0,5.0,0.0
5-6t,0.0,0.0,0.0,5.7,0.0,0.0,0.0
6-7t,0.0,13.305,0.0,0.0,0.0,0.0,0.0
7-8t,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-9t,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-10t,0.0,9.2,0.0,0.0,0.0,0.0,0.0
