Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type,Launch_Year
2022-171,2459928.27,2022-12-14,Chang Zheng 2D,-,Y80,YG-36 04,Yaogan 36 04,-,-,XSC,LC3,-,-,501.0, ,    -, ,-,5.306,SAST,OS,-,G,Sat LEO O,nasaspaceflight.com,-,-,LEO,DF5,Long March 2,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",1000.0,2022-12-15,491.0,34.99,LLEO/I,Observation,D,Eastern Military,2022
2022-172,2459929.76,2022-12-16,Chang Zheng 11,-,Y12,Shiyan-21,SJ2013,-,-,XSC,LC4,-,-,492.0, ,    -, ,-,0.1,CALT,OS,-,G,Sat LEO D,nasaspaceflight.com,-,-,LEO,DF-31,Long March 11,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",100.0,2022-12-16,473.0,36.0,LLEO/I,Tech Demo,C,Eastern Government,2022
2022-173,2459929.99,2022-12-16,Falcon 9,FT5,194/B1071.6  F191,SWOT,SWOT,-,-,VSFBS,SLC4E,-,-,861.0, ,    -, ,-,2.2,SPX,OS,-,C/G,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,2200.0,2022-12-16,855.0,77.6,LEO/I,EOSCI,C,Commercial,2022
2022-174,2459930.45,2022-12-16,Falcon 9,FT5,193/B1067.8  F192,O3b mPOWER 1/2,O3b mPOWER 1/2,-,-,CC,LC40,-,-,7658.0, ,    -, ,-,3.4,SPX,OS,-,C,Sat MEO O,Wire,-,-,MEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,3400.0,2023-02-15,4913.0,5.33,MEO,Communications,B,Commercial,2022
2022-175,2459931.4,2022-12-17,Falcon 9,FT5,191/B1058.15 F193,Starlink-68,Starlink Group 4-37,V1.5 4-37 (54 Ku),-,KSC,LC39A,-,-,336.0, ,    -, ,-,16.67,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16470.0,2022-12-18,231.0,53.22,LLEO/I,Communications,B,Starlink,2022
2022-F06,2459934.57,2022-12-21,Vega C,-,VV22,Pleiades NEO 5/6,Pleiades NEO 5/6,-,-,CSG,ZLV,-,-,, ,    -, ,-,1.844,AE,OF,S2P,G,Sat SSO D,spaceflightnow.com,-,Nozzle failed,SSO,VegaC,Vega,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",,,,,,,,Government,2022
2022-176,2459940.82,2022-12-27,Chang Zheng 4B,-,Y55,Gao Fen 11-04,Gao Fen 11-04,-,-,TYSC,LC9,-,-,695.0, ,    -, ,-,3.0,SAST,OS,-,G,Sat SSO O,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,3000.0,2022-12-27,245.0,97.27,LLEO/S,Observation,D,Eastern Military,2022
2022-177,2459941.9,2022-12-28,Falcon 9,FT5,195/B1062.11 F194,Starlink-69,Starlink Group 5-1,V1.5 5-1  (54 Ku),-,CC,LC40,-,-,336.0, ,    -, ,-,16.67,SPX,OS,-,C,Sat LEO D 4,spaceflightnow.com,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16470.0,2022-12-28,212.0,43.0,LLEO/I,Communications,B,Starlink,2022
2022-178,2459942.7,2022-12-29,Chang Zheng 3B,G2,Y88,Shiyan 10-02,Shiyan 10-02,-,-,XSC,LC2,-,-,38598.0, ,    -, ,-,4.6,SAST,OS,-,G,Sat MOL O,nasaspaceflight.com,-,-,HEO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",4600.0,2023-02-27,1765.0,63.33,HEO/M,TECH/EW,C,Eastern Government,2022
2022-179,2459943.82,2022-12-30,Falcon 9,FT5,187/B1061.11 F195,EROS C3,EROS C3,-,-,VSFBS,SLC4E,-,-,502.0, ,    -, ,-,0.4,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,400.0,2022-12-30,484.0,139.36,LLEO/R,Observation,B,Commercial,2022
2023-001,2459948.12,2023-01-03,Falcon 9,FT5,196/B1060.15 F196,Transporter-6,Transporter-6,-,-,CC,LC40,-,-,538.0, ,    -, ,-,3.511,SPX,OS,-,C,Sat SSO D,spaceflightnow.com,-,-,SSO,Falcon9,Falcon 9,US,United States,CC,Canaveral,2762.08,2023-01-03,526.0,97.5,LLEO/S,Observation,B,Commercial,2023
2023-002,2459953.42,2023-01-08,Chang Zheng 7A,-,Y4,Shi Jian 23,Shi Jian 23,-,-,WEN,LC201,-,-,35810.0, ,    -, ,-,5.2,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,xinhuanet.com,-,GTO,DF5,Long March 7,CN,China,WEN,"Wenchang Space Center, Hainan",5000.0,2023-03-10,35760.0,0.63,GEO/S,Communications,C,Eastern Government,2023
2023-003,2459953.71,2023-01-09,Gushenxing 1,1,Y5,Gime Me Five,Keji-1/Tianmu/Tianqi,-,-,JQ,LC43/95A,-,-,510.0, ,    -, ,-,0.2,XIDO,OS,-,C,Sat SSO D,nasaspaceflight.com,-,-,SSO,DF-21,Gushenxing 1,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",200.0,2023-01-10,495.0,97.27,LLEO/S,Tech Demo,A,Chinese Commercial,2023
2023-F01,2459954.46,2023-01-09,LauncherOne,-,R07,UK launch,Start Me Up,-,B747-744,NEWQ,RW12/30,CELS,LP1,, ,    -, ,-,0.073,VORB,OF,S2P,C/OG,Sat LEO L,Wire,-,Fuel feed blockage,LEO,LauncherOne,LauncherOne,UK,United Kingdom,Newquay,,,,,,,,,Government,2023
2023-004,2459954.7,2023-01-10,Falcon 9,FT5,198/B1076.2  F197,OneWeb-2,OneWeb L16,-,-,CC,LC40,-,-,602.0, ,    -, ,-,5.92,SPX,OS,-,C,Sat LEO D,spaceflightnow.com,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,5920.0,2023-01-12,587.0,86.51,LLEO/P,Communications,B,Commercial,2023
2023-F02,2459955.48,2023-01-10,RS1,-,1,Varisat 1A/1B,-,-,-,PSCA,LP3C,-,-,,?,    -, ,-,0.022,ABLSS,OF,S1P,C,Sat SSO L,Wire,-,Fire caused elec fail,SSO,RS1,RS1,US,United States,PSCA,"Pacific Spaceport Complex Alaska, Kodiak Island, Alaska",,,,,,,,Commercial,2023
2023-005,2459957.26,2023-01-12,Chang Zheng 2C,-,Y61,Apstar 6E,Apstar 6AE,-,-,XSC,LC3,-,-,641.0, ,    -, ,-,4.3,CALT,OS,-,G/C,Sat LEO O,nasaspaceflight.com,-,-,LEO,DF5,Long March 2,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",2090.0,2023-01-13,228.0,28.51,LLEO/I,Communications,B,Eastern Government,2023
2023-006,2459957.79,2023-01-13,Chang Zheng 2D,-,Y73,Yaogan 37,Yaogan 37,-,-,JQ,LC43/94,-,-,522.0, ,    -, ,-,1.2,SAST,OS,-,G,Sat LEO O,nasaspaceflight.com,-,-,LEO,DF5,Long March 2,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",1200.0,2023-01-14,512.0,43.2,LLEO/I,Tech Demo,D,Eastern Military,2023
2023-007,2459959.63,2023-01-15,Chang Zheng 2D,-,Y71,Jilin/Qilu,Jilin/Qilu,-,-,TYSC,LC9,-,-,499.0, ,    -, ,-,0.964,SAST,OS,-,G/C,Sat SSO D,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 2,CN,China,TYSC,Taiyuan weixing fashe zhongxin,939.0,2023-01-15,488.0,97.38,LLEO/S,Observation,C,Eastern Government,2023
2023-008,2459960.46,2023-01-15,Falcon Heavy,-,005/B1070.1,USSF-67,CBAS-2/LDPE-3A,"B1064.2,B1065.2",-,KSC,LC39A,-,-,35786.0, ,    -, ,-,3.7,SPX,OS,-,CX/G,Sat GEO O,Wire,-,-,GEO,Falcon9,Falcon Heavy,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",3700.0,2023-03-26,35785.0,0.03,GEO/S,COM*,D,Military,2023
2023-009,2459963.02,2023-01-18,Falcon 9,FT5,199/B1077.2  F198,GPS III SV06,GPS III SV06,-,-,CC,LC40,-,-,20200.0, ,    -, ,-,4.352,SPX,OS,-,CX/G,Sat MTO D,nasaspacflight.com,-,-,MEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,4352.0,2023-03-20,20163.0,55.1,MEO,Communications,D,Military,2023
2023-010,2459964.15,2023-01-19,Falcon 9,FT5,197/B1075.1  F199,Starlink-70,Starlink Group 2-4,V1.5 2-4  (51 Ku),-,VSFBS,SLC4E,-,-,323.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-01-20,217.0,70.0,LLEO/I,Communications,B,Starlink,2023
2023-011,2459969.46,2023-01-24,Electron,-,33,VA is for Launch Lovers,Hawk 6,-,-,MARS,Pad 0C,-,-,551.0, ,    -, ,-,0.093,RLABU,OS,-,C,Sat LEO OL,Wire,-,-,LEO,Electron,Electron,US,United States,MARS,"Mid-Atlantic Regional Spaceport, Wallops Island, Virginia",93.0,2023-01-25,549.0,40.5,LLEO/I,Observation,B,Commercial,2023
2023-012,2459970.58,2023-01-26,H-IIA 202,1,H-IIA-46,IGS R-7,IGS R-7,-,-,TNSC,Y,-,-,479.0, ,    -, ,-,1.5,MHI,OS,-,CG,Sat SSO O,www.mhi.com,-,-,SSO,H2,H2,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",1500.0,2023-04-10,477.0,97.27,LLEO/S,IMG-R,D,Military,2023
2023-013,2459970.9,2023-01-26,Falcon 9,FT5,201/B1067.9  F200,Starlink-71,Starlink Group 5-2,V1.5 5-2  (56 Ku),-,CC,LC40,-,-,336.0, ,    -, ,-,17.28,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-01-26,211.0,43.0,LLEO/I,Communications,B,Starlink,2023
2023-014,2459976.18,2023-01-31,Falcon 9,FT5,200/B1071.7  F201,Starlink-72,Starlink Group 2-6,V1.5 5-6  (49 Ku),-,VSFBS,SLC4E,-,-,337.0, ,    -, ,-,15.395,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15105.0,2023-02-01,325.0,70.0,LLEO/I,Communications,B,Starlink,2023
2023-015,2459977.83,2023-02-02,Falcon 9,FT5,202/B1069.5  F202,Starlink-73,Starlink Group 5-3,V1.5 5-3  (43 Ku),-,KSC,LC39A,-,-,342.0, ,    -, ,-,16.365,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",16165.0,2023-02-02,323.0,42.98,LLEO/I,Communications,B,Starlink,2023
2023-016,2459980.88,2023-02-05,Proton-M/DM-3,-,935-68/7L,Elektro-L No. 4,Elektro-L No. 4,-,-,GIK-5,LC81/24,-,-,35797.0, ,    -, ,-,3.265,KHRU,OS,-,G,Sat GEO SO,nasaspaceflight.com,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2283.0,2023-04-06,35763.0,0.41,GEO/S,Observation,C,Eastern Government,2023
2023-017,2459982.56,2023-02-07,Falcon 9,FT5,203/B1073.6  F203,Amazonas Nexus,Amazonas Nexus,-,-,CC,LC40,-,-,64125.0, ,    -, ,-,4.5,SPX,OS,-,C,Sat STO O,Wire,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,4500.0,2023-02-23,2471.0,19.38,HEO,Communications,B,Commercial,2023
2023-018,2459984.76,2023-02-09,Soyuz-2-1A,-,M 15000-063,Progress MS-22,Progress 7K-TGM No. 452,ISS 83P,-,GIK-5,LC31,-,-,314.0, ,    -, ,-,9.918,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,4887.0,2023-02-09,270.0,51.64,LLEO/I,Other,C,Eastern Government,2023
2023-019,2459985.66,2023-02-10,SSLV,-,SSLV-D2,EOS-07,EOS-07,-,-,SHAR,FLP,-,-,460.0, ,    -, ,-,0.175,ISRO,OS,-,G,Sat LEO O,ISROWebcast,-,-,LEO,SSLV,SSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",175.0,2023-02-10,443.0,37.2,LLEO/I,Observation,C,Government,2023
2023-020,2459987.72,2023-02-12,Falcon 9,FT5,205/B1062.12 F204,Starlink-74,Starlink Group 5-4,V1.5 5-4  (55 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,16.975,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,16775.0,2023-02-12,296.0,43.0,LLEO/I,Communications,B,Starlink,2023
2023-021,2459993.3,2023-02-17,Falcon 9,FT5,206/B1063.9  F205,Starlink-75,Starlink Group 2-5,V1.5 2-5  (51 Ku),-,VSFBS,SLC4E,-,-,317.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-02-20,235.0,70.0,LLEO/I,Communications,B,Starlink,2023
2023-022,2459993.67,2023-02-18,Falcon 9,FT5,207/B1077.3  F206,Inmarsat 6 F2,Inmarsat 6 F2,-,-,CC,LC40,-,-,46215.0, ,    -, ,-,5.47,SPX,OS,-,C,Sat GTO O,Wire,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,5470.0,2023-04-19,3662.0,17.07,HEO,Communications,B,Commercial,2023
2023-023,2459998.99,2023-02-23,Chang Zheng 3B,G2,Y93,Zhongxing 26,ZX-26,-,-,XSC,LC2,-,-,35801.0, ,    -, ,-,5.25,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",5250.0,2023-04-24,35770.0,0.08,GEO/S,Communications,C,Eastern Government,2023
2023-024,2459999.52,2023-02-24,Soyuz-2-1A,-,M 15000-060,Soyuz MS-23,Soyuz 11F732A48 No. 754,ISS 69S,-,GIK-5,LC31,-,-,222.0, ,    -, ,-,7.218,FKA,OS,-,G,Sat ISS O,spaceflightnow.com,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2903.0,2023-02-24,193.0,51.64,LLEO/I,Other,C,Eastern Government,2023
2023-025,2459999.67,2023-02-24,Chang Zheng 2C,-,Y63,Helusi 1,Horus 1,-,-,JQ,LC43/94,-,-,503.0, ,    -, ,-,0.33,CALT,OS,-,G,Sat LEO O,nasaspaceflight.com,-,-,LEO,DF5,Long March 2,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",330.0,2023-02-24,488.0,97.47,LLEO/S,Observation,D,Eastern Military,2023
2023-026,2460003.47,2023-02-27,Falcon 9,FT5,208/B1076.3  F207,Starlink-76,Starlink Group 6-1,V2M  6-1  (21 Ku),-,CC,LC40,-,-,372.0, ,    -, ,-,15.75,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,15330.0,2023-02-28,365.0,43.01,LLEO/I,Communications,B,Starlink,2023
2023-027,2460005.73,2023-03-02,Falcon 9,FT5,209/B1078.1  F208,Dragon Crew-6,Dragon C206.4,-,-,KSC,LC39A,-,-,353.0, ,    -, ,-,13.055,SPX,OS,-,C,Sat ISS D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",10890.0,2023-03-02,211.0,51.65,LLEO/I,Other,B,Commercial,2023
2023-028,2460007.28,2023-03-03,Falcon 9,FT5,204/B1061.12 F209,Starlink-77,Starlink Group 2-7,V1.5 2-7  (51 Ku),-,VSFBS,SLC4E,-,-,328.0, ,    -, ,-,15.755,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15555.0,2023-03-04,221.0,70.0,LLEO/I,Communications,B,Starlink,2023
2023-F10,2460007.5,2023-03-04,Qaem-100,-,-,Nahid-1,-,-,-,SHAHR,-,-,-,,?,    -, ,Arabian Sea?,0.05,IRGC,OF,U,G,Sat LEO O,Wire,-,Unkown failure mode,LEO,Qaem,Qaem-100,IR,Iran,SHAHR,"Imam Reza Space Ctr, Damghan (Shahroud), Iran (Dasht-E-Kabir?)",,,,,,,,Government,2023
2023-F03,2460010.57,2023-03-07,H3-22S,-,H3-TF1,Daichi 3,ALOS 3,-,-,TNSC,Y2,-,-,, ,    -, ,-,2.9,JAXA,OF,S2I,G,Sat LEO D,Wire,-,Stage 2 ft ignite,LEO,H2B,H3,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",,,,,,,,Government,2023
2023-029,2460013.3,2023-03-09,Falcon 9,FT5,210/B1062.13 F210,OneWeb-3,OneWeb L17,-,-,CC,LC40,-,-,600.0, ,    -, ,-,5.92,SPX,OS,-,C,Sat LEO D,spaceflightnow.com,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,5920.0,2023-03-09,588.0,86.51,LLEO/P,Communications,B,Commercial,2023
2023-030,2460013.45,2023-03-09,Chang Zheng 4C,-,Y51,Tianhui-6 01/02,TH-6 01/02,-,-,TYSC,LC9,-,-,887.0, ,    -, ,-,2.05,SAST,OS,-,G,Sat SSO L,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 4,CN,China,TYSC,Taiyuan weixing fashe zhongxin,2000.0,2023-03-10,880.0,99.0,LEO/S,IMG-R,C,Eastern Government,2023
2023-031,2460016.47,2023-03-12,Proton-M/Briz-M,-,935-72/99569,Luch-5Kh,Olimp-K No. 13L,-,-,GIK-5,LC81/24,-,-,36135.0, ,    -, ,-,2.93,KHRU,OS,-,G,Sat GEO SO,nasaspaceflight.com,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,1930.0,2023-05-12,36130.0,0.02,GEO/D,COM/SIG,D,Eastern Military,2023
2023-032,2460016.67,2023-03-13,Chang Zheng 2C,-,Y64,Helusi 2,Horus 2,-,-,JQ,LC43/94,-,-,502.0, ,    -, ,-,0.33,CALT,OS,-,G/OG,Sat LEO O,nasaspaceflight.com,-,-,LEO,DF5,Long March 2,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",330.0,2023-03-13,488.0,97.47,LLEO/S,Observation,D,Eastern Military,2023
2023-033,2460018.52,2023-03-15,Falcon 9,FT5,213/B1073.7  F211,Dragon CRS-27,Dragon C209.3,-,-,KSC,LC39A,-,-,328.0, ,    -, ,-,17.862,SPX,OS,-,C,Sat ISS D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",10010.0,2023-03-15,210.0,51.65,LLEO/I,Other,B,Commercial,2023
2023-034,2460018.99,2023-03-15,Chang Zheng 11,-,Y11,Shiyan-19,-,-,-,JQ,LC43/95A,-,-,515.0, ,    -, ,-,0.1,CALT,OS,-,G,Sat SSO D,nasaspaceflight.com,-,-,SSO,DF-31,Long March 11,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",100.0,2023-03-15,495.0,97.46,LLEO/S,Tech Demo,C,Eastern Government,2023
2023-035,2460020.44,2023-03-16,Electron,-,34,Stronger Together,Capella 9/10,-,-,MARS,Pad 0C,-,-,612.0, ,    -, ,-,0.224,RLABU,OS,-,C,Sat LEO OO,Wire,-,-,LEO,Electron,Electron,US,United States,MARS,"Mid-Atlantic Regional Spaceport, Wallops Island, Virginia",224.0,2023-03-17,586.0,44.12,LLEO/I,IMG-R,B,Commercial,2023
2023-036,2460020.86,2023-03-17,Chang Zheng 3B,G2,Y90,Gao Fen 13-02,Gao Fen 13-02,-,-,XSC,LC2,-,-,35795.0, ,    -, ,-,4.6,CALT,OS,-,G,Sat GTO O,nasaspaceflight.com,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",4600.0,2023-05-16,35778.0,2.92,GEO/S,Observation,D,Eastern Military,2023
2023-037,2460021.31,2023-03-17,Falcon 9,FT5,211/B1071.8  F212,Starlink-78,Starlink Group 2-8,V1.5 2-8  (52 Ku),-,VSFBS,SLC4E,-,-,332.0, ,    -, ,-,16.06,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,15860.0,2023-03-18,221.0,70.0,LLEO/I,Communications,B,Starlink,2023
2023-038,2460021.48,2023-03-17,Falcon 9,FT5,212/B1069.6  F213,SES-18/19,SES-18/19,-,-,CC,LC40,-,-,35718.0, ,    -, ,-,7.255,SPX,OS,-,C,Sat GTO O,spaceflightnow.com,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,7255.0,2023-05-17,35709.0,0.02,GEO/D,Communications,B,Commercial,2023
2023-039,2460025.88,2023-03-22,Kuaizhou-1A,-,Y19,Tianmu-1 03-06,-,-,-,JQ,LC43/95A,-,-,517.0, ,    -, ,-,0.2,XIDO,OS,-,C,Sat SSO P,nasaspaceflight.com,-,-,SSO,DF-21,Kuaizhou,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",200.0,2023-03-22,502.0,97.42,LLEO/S,Observation,B,Chinese Commercial,2023
2023-F04,2460026.64,2023-03-23,Terran 1,-,1,GLHF,-,Good Luck Have Fun,-,CC,LC16,-,-,, ,    -, ,-,0.001,RELSP,OF,S2I,C,Sat LEO O,youtube.com,-,No S2 burn,LEO,Terran1,,US,United States,CC,Canaveral,,,,,,,,Commercial,2023
2023-040,2460026.78,2023-03-23,Soyuz-2-1A,-,-,Kosmos-2567,Bars-M No. 4,-,-,GIK-1,LC43/3,-,-,499.0, ,    -, ,-,3.7,VVKO,OS,-,G,Sat LEO O,roskosmos,spaceflightnow.com,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,3700.0,2023-03-24,337.0,97.64,LLEO/S,Observation,D,Eastern Military,2023
2023-041,2460027.89,2023-03-24,Electron,-,35,The Beat Goes On,Global-19/Global-5,-,-,MAHIA,LC1B,-,-,457.0, ,    -, ,-,0.13,RLABN,OS,-,C,Sat LEO OL,Wire,-,-,LEO,Electron,Electron,NZ,New Zealand,RLLC1,,110.0,2023-03-24,449.0,42.01,LLEO/I,Observation,B,Commercial,2023
2023-042,2460028.15,2023-03-24,Falcon 9,FT5,217/B1067.10 F214,Starlink-79,Starlink Group 5-5,V1.5 5-5  (56 Ku),-,CC,LC40,-,-,339.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-03-24,297.0,43.0,LLEO/I,Communications,B,Starlink,2023
2023-043,2460029.65,2023-03-26,LVM3,-,LVM3-M3,OneWeb India-2,OneWeb L18,-,-,SHAR,SLP,-,-,457.0, ,    -, ,-,5.328,NSIL,OS,-,CO/C,Sat LEO O,Wire,-,-,LEO,GSLV3,GSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",5328.0,2023-03-26,441.0,87.42,LLEO/P,Communications,B,Commercial,2023
2023-044,2460032.47,2023-03-28,Shavit 2,-,12,'Ofeq-13,'Ofeq-13,-,-,PALB,-,-,-,300.0, ,    -, ,-,0.3,ISA,OS,-,G,Sat LEO O,Wire,-,-,LEO,Jericho,Shavit,IL,Israel,PALB,"Israeli Air Force Test Range, Palmachim Beach, Israel",300.0,2023-03-28,220.0,139.2,LLEO/R,IMG-R,D,Military,2023
2023-045,2460033.33,2023-03-29,Soyuz-2-1V,-,-,Kosmos-2568,EO-KMA No. 2?,-,-,GIK-1,LC43/4?,-,-,344.0, ,    -, ,-,0.52,VVKO,OS,-,G,Sat SSO O,spaceflightnow.com,-,-,SSO,Blok-A,Soyuz,RU,Russia,GIK1,,520.0,2023-03-30,329.0,96.46,LLEO/S,Observation,D,Eastern Military,2023
2023-046,2460033.33,2023-03-29,Falcon 9,FT5,215/B1077.4  F215,Starlink-80,Starlink Group 5-10,V1.5 5-10 (56 Ku),-,CC,LC40,-,-,335.0, ,    -, ,-,17.1,SPX,OS,-,C,Sat LEO D 4,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,CC,Canaveral,17080.0,2023-03-30,298.0,43.0,LLEO/I,Communications,B,Starlink,2023
2023-047,2460033.95,2023-03-30,Chang Zheng 2D,-,Y90,PIESAT 1-4,PIESAT 1-4,-,-,TYSC,LC9,-,-,512.0, ,    -, ,-,1.13,SAST,OS,-,G/C,Sat SSO D,nasaspaceflight.com,xinhuanet.com,-,SSO,DF5,Long March 2,CN,China,TYSC,Taiyuan weixing fashe zhongxin,1130.0,2023-03-30,499.0,97.44,LLEO/S,IMG-R,B,Eastern Government,2023
2023-048,2460034.77,2023-03-31,Chang Zheng 4C,-,Y49,YG-34 04,Yaogan 34-04,-,-,JQ,LC43/94,-,-,1096.0, ,    -, ,-,0.5,SAST,OS,-,G,Sat LEO L,nasaspaceflight.com,-,-,LEO,DF5,Long March 4,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",500.0,2023-03-31,1092.0,63.4,LEO/I,Observation,D,Eastern Military,2023
2023-049,2460036.87,2023-04-02,Tianlong-2,-,Y1,Jinta,-,-,-,JQ,-,-,-,496.0, ,    -, ,-,0.108,TIANB,OS,-,C,Sat SSO O,tw/cnspaceflight,-,-,SSO,TL2,Tianlong,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",8.0,2023-04-02,478.0,97.41,LLEO/S,Observation,B,Chinese Commercial,2023
2023-050,2460037.1,2023-04-02,Falcon 9,FT5,216/B1075.2  F216,SDA-0A,SDA-0A,-,-,VSFBS,SLC4E,-,-,951.0, ,    -, ,-,4.0,SPX,OS,-,C,Sat LEO D,Wire,-,-,LEO,Falcon9,Falcon 9,US,United States,V,Vandenberg,4000.0,2023-04-03,943.0,81.0,LEO/I,Communications,D,Military,2023
2023-051,2460041.67,2023-04-07,Shuang Quxian 1,3,Y6,Test Payload,-,-,-,JQ,LC43/95B,-,-,503.0, ,    -, ,-,0.01,XJRY,OS,-,C,Sat SSO A,nasaspaceflight.com,-,-,SSO,DF-21,Shuang Quxian 1,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",10.0,2023-04-07,295.0,97.34,LLEO/S,Tech Demo,B,Chinese Commercial,2023
2023-052,2460041.69,2023-04-07,Falcon 9,FT5,218/B1076.4  F217,Intelsat IS-40e/TEMPO,IS-40e,-,-,CC,LC40,-,-,35796.0, ,    -, ,-,6.309,SPX,OS,-,C,Sat GTO O,Wire,-,-,GTO,Falcon9,Falcon 9,US,United States,CC,Canaveral,6013.0,2023-06-06,35777.0,0.01,GEO/S,Communications,B,Commercial,2023
