JCAT,Satcat,Launch_Tag,Piece,Type,Name,PLName,Launch_Date,Parent,Separation_Date,Primary,Decay_Date,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,Orbit_Canonical_Date,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames,Simple_Orbit,Country,Payload_Name,Payload_Program,Payload_Class,Payload_Category,Payload_Discipline,Payload_Result,Payload_Comment,Simple_Payload_Category,LV_Type,Agency,Launch_Site,Launch_Pad,Launch_Vehicle_Family,Launch_Vehicle_Simplified,Launch_Site_Parent,Launch_Site_Name,Launch_State,Launch_Country,Launch_Year
S57317,NNA,2023-080,1998-067VV,P ---D- ?   ,ESSENCE,ESSENCE,2023-06-05,A10976*,2023-07-06,Earth,2023-12-01,R,-,YORK/CSA,CA,YORK,Cubesat 3U,-,4.0,      4  ,4.0,   0.2  ,0.1,    0.2  ,0.0,2023 Jul 11,412.0,     416 ,51.64,LLEO/I,-,,0.0,,0.0,,0.0,,,,,nan,Canada,ESSENCE,YorkU,A,TECH,-,S,-,Tech Demo,Falcon 9,-,KSC,LC39A,Falcon9,Falcon 9,Kennedy,"NASA John F. Kennedy Space Center, Florida",US,United States,2023
S57392,57392,2023-100,2023-100G,P           ,Telesat LEO 3,LEO Vantage 3,2023-07-18,S57393,2023-07-18,Earth,,O,-,TCANL,CA,UTIAS,Defiant,-,30.0,     30  ,30.0,   0.5  ,0.3,    1.3 ?,0.0,2023 Jul 18,994.0,    1019 ,99.44,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,LEO 3,Vantage,B,COM,-,S,-,Communications,Electron,-,MAHIA,LC1B,Electron,Electron,Mahia,"Rocket Lab Launch Complex 1, Onenui Station, Mahia Peninsula",NZ,New Zealand,2023
S58281,58281,2023-174,2023-174AB,P           ,Aether 1,Aether 1,2023-11-11,A11079  KEP  ,2023-11-11,Earth,,O,-,KEPLER,CA,KEPLER/UTIAS,Aether,-,125.0,    125  ,125.0,   0.5  ,0.5,    2.0 ?,0.0,2023 Nov 29,513.0,     529 ,97.48,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,AETHER-1,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2023
S58299,58299,2023-174,2023-174AV,P           ,Aether 2,Aether 2,2023-11-11,A11079  KEP  ,2023-11-11,Earth,,O,-,KEPLER,CA,KEPLER/UTIAS,Aether,-,125.0,    125  ,125.0,   0.5  ,0.5,    2.0 ?,0.0,2023 Nov 29,513.0,     529 ,97.48,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,AETHER-2,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2023
S58568,NNA,2023-174,2023-174CZ,P       ?   ,Heron Mk II,Heron Mk II,2023-11-11,A11079  EQ3  ,2023-11-11,Earth,2024-12-24,R,-,UTAT,CA,UTAT,Cubesat 3U,-,5.0,      5  ,5.0,   0.3  ,0.2,    0.3  ,0.0,2023 Nov 29,513.0,     526 ,97.47,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,HERON Mk.II,UTAT,A,TECH,-,S,-,Tech Demo,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2023
S59559,NNA,2024-054,1998-067WJ,P    D  ?   ,Killick-1,Killick-1,2024-03-21,A11176*,2024-04-18,Earth,2024-09-17,R,-,MUNF,CA,MUNF,Cubesat 2U,-,2.0,      2  ,2.0,   0.2  ,0.1,    0.2  ,0.0,2024 Apr 23,409.0,     413 ,51.64,LLEO/I,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Killick-1,MUNF,A,EOSCI,-,F,GNSS-R,EOSCI,Falcon 9,-,CC,LC40,Falcon9,Falcon 9,Canaveral,Canaveral,US,United States,2024
S59560,NNA,2024-054,1998-067WK,P    D  ?   ,QMSAT,UdeSat,2024-03-21,A11176*,2024-04-18,Earth,2024-08-01,R,-,UDES,CA,UDES,Cubesat 2U,-,2.0,      2  ,2.0,   0.2  ,0.1,    0.2  ,0.0,2024 Apr 23,409.0,     412 ,51.64,LLEO/I,-,,0.0,,0.0,,0.0,,,,,nan,Canada,QMSAT,UDES,A,TECH,-,F,-,Tech Demo,Falcon 9,-,CC,LC40,Falcon9,Falcon 9,Canaveral,Canaveral,US,United States,2024
S59596,NNA,2024-054,1998-067WP,P    D  ?   ,VIOLET,VIOLET,2024-03-21,A11176*,2024-04-18,Earth,2024-08-29,R,-,UNBRUN,CA,UNBRUN,Cubesat 2U,-,2.0,      2  ,2.0,   0.2  ,0.1,    0.2  ,0.0,2024 Apr 27,404.0,     410 ,51.64,LLEO/I,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Violet,UNBrun,A,EOSCI,ATM,S,-,EOSCI,Falcon 9,-,CC,LC40,Falcon9,Falcon 9,Canaveral,Canaveral,US,United States,2024
S62400,62400,2024-247,2024-247Z,P           ,XCUBE-1,XCUBE-1,2024-12-21,A11382,2024-12-21,Earth,,O,-,XPL,CA,EXOBOT,Cubesat 6U,-,12.0,     12  ,12.0,   0.3  ,0.2,    1.2  ,0.0,2024 Dec 21,509.0,     513 ,45.0,LLEO/I,K,,0.0,,0.0,,0.0,,,,,nan,Canada,XCUBE-1,XPL,B,TECH,-,S,-,Tech Demo,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2024
S62665,62665,2025-009,2025-009BJ,P           ,Jay D2,Gray Jay 3,2025-01-14,A11398,2025-01-14,Earth,,O,-,DRDC/UTIAS,CA,UTIAS,Defiant,-,0.0,     35 ?,0.0,   0.4  ,0.3,    0.4  ,0.0,2025 Jan 14,512.0,     518 ,97.44,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Jay D2,Jay,B,IMG,-,S,-,Observation,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S62668,62668,2025-009,2025-009BM,P           ,Jay C,Gray Jay 1,2025-01-14,A11398,2025-01-14,Earth,,O,-,DRDC/UTIAS,CA,UTIAS,Defiant,-,0.0,     35 ?,0.0,   0.4  ,0.3,    0.4  ,0.0,2025 Jan 14,512.0,     519 ,97.44,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Jay C,Jay,B,IMG,-,S,-,Observation,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S62669,62669,2025-009,2025-009BN,P           ,Jay D1,Gray Jay 2,2025-01-14,A11398,2025-01-14,Earth,,O,-,DRDC/UTIAS,CA,UTIAS,Defiant,-,0.0,     35 ?,0.0,   0.4  ,0.3,    0.4  ,0.0,2025 Jan 14,512.0,     519 ,97.45,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Jay D1,Jay,B,IMG,-,S,-,Observation,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S64529,64529,2025-135,2025-135B,P           ,Pierre,GHGSat-C12,2025-06-23,A11534,2025-06-23,Earth,,O,-,GHG,CA,UTIAS,Nemo-V1,-,15.0,     15  ,15.0,   0.4  ,0.2,    0.4  ,0.0,2025 Jul 17,512.0,     513 ,97.45,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Pierre,GHG,B,EOSCI,-,S,-,EOSCI,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S64548,64548,2025-135,2025-135W,P           ,Valmay,GHGSat-C13,2025-06-23,A11534,2025-06-23,Earth,,O,-,GHG,CA,UTIAS,Nemo-V1,-,15.0,     15  ,15.0,   0.4  ,0.2,    0.4  ,0.0,2025 Jul 19,512.0,     515 ,97.45,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Valmay,GHG,B,EOSCI,-,S,-,EOSCI,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S64556,NNA,2025-135,2025-135AE,P       ?   ,MOBIUS-1,MOBIUS-1,2025-06-23,A11534,2025-06-23,Earth,,O,-,GALAX,CA,GALAX,Cubesat 6U,-,10.0,     10  ,10.0,   0.3  ,0.2,    0.3  ,0.0,2025 Jul 19,511.0,     517 ,97.45,LLEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,MOBIUS-1,Galaxia,B,IMG,-,S,-,Observation,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2025
S67374,67374,2026-004,2026-004M,P           ,Aether-3,Kepler 2B-1,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     608 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-3,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67375,67375,2026-004,2026-004N,P           ,Aether-4,Kepler 2B-2,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     608 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-4,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67376,67376,2026-004,2026-004P,P           ,Aether-5,Kepler 2B-3,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     611 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-5,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67377,67377,2026-004,2026-004Q,P           ,Aether-6,Kepler 2B-4,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     610 ,97.79,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-6,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67378,67378,2026-004,2026-004R,P           ,Aether-7,Kepler 2B-5,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     606 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-7,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67379,67379,2026-004,2026-004S,P           ,Aether-8,Kepler 2B-6,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     612 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-8,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67380,67380,2026-004,2026-004T,P           ,Aether-9,Kepler 2B-7,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     610 ,97.79,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-9,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67381,67381,2026-004,2026-004U,P           ,Aether-10,Kepler 2B-8,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,601.0,     607 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-10,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67382,67382,2026-004,2026-004V,P           ,Aether-11,Kepler 2B-9,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 22,602.0,     611 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-11,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
S67383,67383,2026-004,2026-004W,P           ,Aether-12,Kepler 2B-10,2026-01-11,A11731,2026-01-11,Earth,,O,-,KEPLER,CA,KEPLER,Kepler Gen2B,-,300.0,    300  ,300.0,   1.0 ?,0.0,    6.0 ?,0.0,2026 Jan 21,602.0,     612 ,97.8,LEO/S,-,,0.0,,0.0,,0.0,,,,,nan,Canada,Aether-12,Kepler,B,COM,-,S,-,Communications,Falcon 9,-,VSFBS,SLC4E,Falcon9,Falcon 9,Vandenberg,"South Base, Vandenberg Space Force Base, California",US,United States,2026
