Mass_Range,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1t,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1-2t,0.0,0.0,0.0,0.0,1.85,0.0,2.783
