JCAT,Satcat,Launch_Tag,Piece,Type,Name,PLName,Launch_Date,Parent,Separation_Date,Primary,Decay_Date,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,Orbit_Canonical_Date,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames,Simple_Orbit,Country,Payload_Name,Payload_Program,Payload_Class,Payload_Category,Payload_Discipline,Payload_Result,Payload_Comment,Simple_Payload_Category,LV_Type,Agency,Launch_Site,Launch_Pad,Launch_Vehicle_Family,Launch_Vehicle_Simplified,Launch_Site_Parent,Launch_Site_Name,Launch_State,Launch_Country,Launch_Year
S41968,41968,2017-008,2017-008W,P           ,Flock 3p-3,Dove 1002,2017-02-15,S42052,2017-02-15,Earth,2023-03-20,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-21,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 3,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41969,41969,2017-008,2017-008X,P           ,Flock 3p-6,Dove 0F35,2017-02-15,S42052,2017-02-15,Earth,2022-12-08,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 6,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41970,41970,2017-008,2017-008Y,P           ,Flock 3p-7,Dove 100B,2017-02-15,S42052,2017-02-15,Earth,2022-10-28,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 7,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41971,41971,2017-008,2017-008Z,P           ,Flock 3p-5,Dove 0F18,2017-02-15,S42052,2017-02-15,Earth,2022-12-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 5,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41972,41972,2017-008,2017-008AA,P           ,Flock 3p-12,Dove 1010,2017-02-15,S42052,2017-02-15,Earth,2023-01-13,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 12,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41973,41973,2017-008,2017-008AB,P           ,Flock 3p-9,Dove 1021,2017-02-15,S42052,2017-02-15,Earth,2023-01-27,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 9,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41974,41974,2017-008,2017-008AC,P           ,Flock 3p-10,Dove 1022,2017-02-15,S42052,2017-02-15,Earth,2023-01-06,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 10,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41975,41975,2017-008,2017-008AD,P           ,Flock 3p-11,Dove 101F,2017-02-15,S42052,2017-02-15,Earth,2023-01-08,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 11,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41976,41976,2017-008,2017-008AE,P           ,Flock 3p-60,Dove 101B,2017-02-15,S42052,2017-02-15,Earth,2023-03-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 60,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41977,41977,2017-008,2017-008AF,P           ,Flock 3p-58,Dove 1009,2017-02-15,S42052,2017-02-15,Earth,2023-01-03,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 58,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41978,41978,2017-008,2017-008AG,P           ,Flock 3p-57,Dove 1014,2017-02-15,S42052,2017-02-15,Earth,2023-01-14,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 57,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41979,41979,2017-008,2017-008AH,P           ,Flock 3p-75,Dove 0F12,2017-02-15,S42052,2017-02-15,Earth,2023-01-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 75,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41980,41980,2017-008,2017-008AJ,P           ,Flock 3p-70,Dove 0F15,2017-02-15,S42052,2017-02-15,Earth,2023-03-20,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,506.0, ,97.52, ,LLEO/S,-,-,SSO,United States,Flock 3 P 70,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41981,41981,2017-008,2017-008AK,P           ,Flock 3p-73,Dove 0F1B,2017-02-15,S42052,2017-02-15,Earth,2022-11-29,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 73,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41982,41982,2017-008,2017-008AL,P           ,Flock 3p-88,Dove 0F38,2017-02-15,S42052,2017-02-15,Earth,2023-01-06,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 88,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41983,41983,2017-008,2017-008AM,P           ,Flock 3p-85,Dove 0F1D,2017-02-15,S42052,2017-02-15,Earth,2022-12-28,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 85,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41984,41984,2017-008,2017-008AN,P           ,Flock 3p-79,Dove 0F52,2017-02-15,S42052,2017-02-15,Earth,2023-02-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 79,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41985,41985,2017-008,2017-008AP,P           ,Flock 3p-86,Dove 0F34,2017-02-15,S42052,2017-02-15,Earth,2023-02-16,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 86,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41986,41986,2017-008,2017-008AQ,P           ,Flock 3p-36,Dove 103A,2017-02-15,S42052,2017-02-15,Earth,2023-01-25,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 36,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41987,41987,2017-008,2017-008AR,P           ,Flock 3p-30,Dove 102E,2017-02-15,S42052,2017-02-15,Earth,2023-02-17,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 30,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41988,41988,2017-008,2017-008AS,P           ,Flock 3p-34,Dove 103B,2017-02-15,S42052,2017-02-15,Earth,2023-02-14,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 34,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41989,41989,2017-008,2017-008AT,P           ,Flock 3p-35,Dove 103D,2017-02-15,S42052,2017-02-15,Earth,2023-01-27,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,496.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 35,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S41990,41990,2017-008,2017-008AU,P           ,Flock 3p-33,Dove 103C,2017-02-15,S42052,2017-02-15,Earth,2023-03-22,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 33,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42001,42001,2017-008,2017-008BF,P           ,Flock 3p-49,Dove 1038,2017-02-15,S42052,2017-02-15,Earth,2023-02-03,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 49,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42002,42002,2017-008,2017-008BG,P           ,Flock 3p-67,Dove 1017,2017-02-15,S42052,2017-02-15,Earth,2022-12-28,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 67,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42003,42003,2017-008,2017-008BH,P           ,Flock 3p-68,Dove 1004,2017-02-15,S42052,2017-02-15,Earth,2023-02-21,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 68,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42004,42004,2017-008,2017-008BJ,P           ,Flock 3p-41,Dove 1031,2017-02-15,S42052,2017-02-15,Earth,2022-12-19,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 41,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42005,42005,2017-008,2017-008BK,P           ,Flock 3p-45,Dove 101A,2017-02-15,S42052,2017-02-15,Earth,2023-01-04,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 45,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42006,42006,2017-008,2017-008BL,P           ,Flock 3p-48,Dove 1042,2017-02-15,S42052,2017-02-15,Earth,2023-01-31,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 48,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42007,42007,2017-008,2017-008BM,P           ,Flock 3p-43,Dove 1041,2017-02-15,S42052,2017-02-15,Earth,2023-02-12,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 43,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42008,42008,2017-008,2017-008BN,P           ,Flock 3p-42,Dove 101E,2017-02-15,S42052,2017-02-15,Earth,2023-02-08,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,494.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 42,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42009,42009,2017-008,2017-008BP,P           ,Flock 3p-61,Dove 1012,2017-02-15,S42052,2017-02-15,Earth,2023-02-03,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,494.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 61,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42010,42010,2017-008,2017-008BQ,P           ,Flock 3p-40,Dove 1039,2017-02-15,S42052,2017-02-15,Earth,2023-03-14,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,494.0, ,503.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 40,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42011,42011,2017-008,2017-008BR,P           ,Flock 3p-16,Dove 100E,2017-02-15,S42052,2017-02-15,Earth,2023-01-27,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,494.0, ,503.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 16,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42012,42012,2017-008,2017-008BS,P           ,Flock 3p-14,Dove 1018,2017-02-15,S42052,2017-02-15,Earth,2023-02-08,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,503.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 14,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42013,42013,2017-008,2017-008BT,P           ,Flock 3p-53,Dove 1007,2017-02-15,S42052,2017-02-15,Earth,2022-12-14,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,495.0, ,503.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 53,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42014,42014,2017-008,2017-008BU,P           ,Flock 3p-54,Dove 1005,2017-02-15,S42052,2017-02-15,Earth,2023-02-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-02-24,494.0, ,503.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 54,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42018,42018,2017-008,2017-008BY,P           ,Flock 3p-23,Dove 1025,2017-02-15,S42052,2017-02-15,Earth,2023-01-18,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,507.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 23,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42019,42019,2017-008,2017-008BZ,P           ,Flock 3p-76,Dove 0F17,2017-02-15,S42052,2017-02-15,Earth,2023-02-07,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 76,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42020,42020,2017-008,2017-008CA,P           ,Flock 3p-69,Dove 0F43,2017-02-15,S42052,2017-02-15,Earth,2023-01-27,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 69,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42021,42021,2017-008,2017-008CB,P           ,Flock 3p-84,Dove 0F42,2017-02-15,S42052,2017-02-15,Earth,2023-02-18,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 84,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42022,42022,2017-008,2017-008CC,P           ,Flock 3p-59,Dove 1045,2017-02-15,S42052,2017-02-15,Earth,2022-12-29,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 59,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42023,42023,2017-008,2017-008CD,P           ,Flock 3p-32,Dove 1035,2017-02-15,S42052,2017-02-15,Earth,2023-01-21,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 32,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42024,42024,2017-008,2017-008CE,P           ,Flock 3p-71,Dove 0F10,2017-02-15,S42052,2017-02-15,Earth,2022-12-31,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-09,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 71,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42025,42025,2017-008,2017-008CF,P           ,Flock 3p-77,Dove 0F28,2017-02-15,S42052,2017-02-15,Earth,2023-02-18,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 77,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42026,42026,2017-008,2017-008CG,P           ,Flock 3p-80,Dove 0F4E,2017-02-15,S42052,2017-02-15,Earth,2023-02-13,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,506.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 80,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42027,42027,2017-008,2017-008CH,P           ,Flock 3p-66,Dove 1013,2017-02-15,S42052,2017-02-15,Earth,2023-01-31,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,495.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 66,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42028,42028,2017-008,2017-008CJ,P           ,Flock 3p-65,Dove 1040,2017-02-15,S42052,2017-02-15,Earth,2023-01-20,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,494.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 65,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42029,42029,2017-008,2017-008CK,P           ,Flock 3p-50,Dove 1034,2017-02-15,S42052,2017-02-15,Earth,2023-01-20,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,494.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 50,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42030,42030,2017-008,2017-008CL,P           ,Flock 3p-52,Dove 1044,2017-02-15,S42052,2017-02-15,Earth,2023-01-03,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,494.0, ,505.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 52,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
S42031,42031,2017-008,2017-008CM,P           ,Flock 3p-46,Dove 1011,2017-02-15,S42052,2017-02-15,Earth,2023-02-28,R,-,PLAN,US,PLAN,Cubesat 3U,-,4.7, ,4.7, ,4.7, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2017-03-01,494.0, ,504.0, ,97.51, ,LLEO/S,-,-,SSO,United States,Flock 3 P 46,Flock-3,B,IMG,-,S,-,Observation,PSLV-XL,ISRO,SHAR,FLP,PSLV,PSLV,Sriharikota,,IN,India,2017
