JCAT,Satcat,Launch_Tag,Piece,Type,Name,PLName,Launch_Date,Parent,Separation_Date,Primary,Decay_Date,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,Orbit_Canonical_Date,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames,Simple_Orbit,Country,Payload_Name,Payload_Program,Payload_Class,Payload_Category,Payload_Discipline,Payload_Result,Payload_Comment,Simple_Payload_Category,LV_Type,Agency,Launch_Site,Launch_Pad,Launch_Vehicle_Family,Launch_Vehicle_Simplified,Launch_Site_Parent,Launch_Site_Name,Launch_State,Launch_Country,Launch_Year
S39132,39132,2013-015,2013-015C,P           ,Dove-2,Dove 0405,2013-04-19,A08014,2013-04-21,Earth,,O,-,COSMOG,US,COSMOG,Cubesat 3U,-,6.0, ,6.0, ,5.0, ,0.3, ,0.1, ,0.3, ,Box,2013-04-26,559.0, ,581.0, ,64.88, ,LLEO/I,-,-,LEO,United States,Dove 2,Flock Dove,B,IMG,-,S,-,Observation,Soyuz-2-1A,FKA,GIK-5,LC31,R-7,Soyuz,Baykonur,,RU,Russia,2013
S39143,39143,2013-016,2013-016B,P           ,Dove-1,Dove 0601,2013-04-21,S39145,2013-04-21,Earth,2013-04-27,R,-,COSMOG,US,COSMOG,Cubesat 3U,-,6.0, ,6.0, ,5.0, ,0.3, ,0.1, ,0.3, ,Box,2013-04-24,210.0, ,232.0, ,51.62, ,LLEO/I,-,-,LEO,United States,Dove 1,Flock Dove,B,TECH,-,S,-,Tech Demo,Antares 110,OSC,MARS,Pad 0A,Zenit,Antares 110,Wallops MARS,,US,United States,2013
S39429,39429,2013-066,2013-066P,P           ,Dove-3,Dove 0711,2013-11-21,S39448,2013-11-21,Earth,,O,-,PLABS,US,PLABS,Cubesat 3U,-,5.2, ,5.2, ,5.2, ,0.34, ,0.1, ,0.34, ,Box + 2 pan,2013-11-24,593.0, ,815.0, ,97.78, ,LEO/S,-,-,SSO,United States,Dove 3,Flock Dove,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2013
S39512,39512,2014-003,1998-067DG,P    D      ,Flock 1-03,Dove 074B,2014-01-09,A08077*,2014-02-11,Earth,2014-05-15,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-12,411.0, ,416.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-03,LEO,United States,Flock 1-3,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39513,39513,2014-003,1998-067DH,P    D      ,Flock 1-04,Dove 073C,2014-01-09,A08077*,2014-02-11,Earth,2014-06-09,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-11,382.0, ,429.0, ,51.69, ,LLEO/I,-,JSPOC Flock 1-01,LEO,United States,Flock 1-1,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39514,39514,2014-003,1998-067DJ,P    D      ,Flock 1-01,Dove 073D,2014-01-09,A08077*,2014-02-11,Earth,2014-05-25,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-12,410.0, ,417.0, ,51.64, ,LLEO/I,-,JSPOC Flock 1-02,LEO,United States,Flock 1-2,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39515,39515,2014-003,1998-067DK,P    D      ,Flock 1-02,Dove 0740,2014-01-09,A08077*,2014-02-11,Earth,2014-06-18,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-12,409.0, ,418.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-04,LEO,United States,Flock 1-4,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39518,39518,2014-003,1998-067DL,P    D      ,Flock 1-05,Dove 072C,2014-01-09,A08077*,2014-02-13,Earth,2014-06-02,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-13,409.0, ,421.0, ,51.64, ,LLEO/I,-,Flock 1-05,LEO,United States,Flock 1-5,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39519,39519,2014-003,1998-067DM,P    D      ,Flock 1-06,Dove 0735,2014-01-09,A08077*,2014-02-13,Earth,2014-06-15,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-13,408.0, ,416.0, ,51.65, ,LLEO/I,-,Flock 1-06,LEO,United States,Flock 1-6,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39520,39520,2014-003,1998-067DN,P    D      ,Flock 1-11,Dove 074D,2014-01-09,A08077*,2014-02-12,Earth,2014-06-06,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-14,409.0, ,418.0, ,51.65, ,LLEO/I,-,Flock 1-11,LEO,United States,Flock 1-7,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39521,39521,2014-003,1998-067DP,P    D      ,Flock 1-12,Dove 0730,2014-01-09,A08077*,2014-02-12,Earth,2014-05-25,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-14,409.0, ,418.0, ,51.65, ,LLEO/I,-,Flock 1-12,LEO,United States,Flock 1-8,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39525,39525,2014-003,1998-067DQ,P    D      ,Flock 1-13,Dove 0737,2014-01-09,A08077*,2014-02-14,Earth,2014-07-06,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-15,409.0, ,418.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-13,LEO,United States,Flock 1-9,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39526,39526,2014-003,1998-067DR,P    D      ,Flock 1-07,Dove 073B,2014-01-09,A08077*,2014-02-14,Earth,2014-06-14,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-15,410.0, ,418.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-14,LEO,United States,Flock 1-10,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39527,39527,2014-003,1998-067DS,P    D      ,Flock 1-15,Dove 0721,2014-01-09,A08077*,2014-02-14,Earth,2014-06-13,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-15,409.0, ,417.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-15,LEO,United States,Flock 1-11,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39528,39528,2014-003,1998-067DT,P    D      ,Flock 1-16,Dove 0727,2014-01-09,A08077*,2014-02-14,Earth,2014-10-26,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-15,409.0, ,418.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-16,LEO,United States,Flock 1-12,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39529,39529,2014-003,1998-067DU,P    D      ,Flock 1-09,Dove 0736,2014-01-09,A08077*,2014-02-15,Earth,2014-07-02,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-16,412.0, ,415.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-07,LEO,United States,Flock 1-13,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39530,39530,2014-003,1998-067DV,P    D      ,Flock 1-10,Dove 0742,2014-01-09,A08077*,2014-02-15,Earth,2014-06-20,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-16,411.0, ,416.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-08,LEO,United States,Flock 1-14,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39531,39531,2014-003,1998-067DW,P    D      ,Flock 1-14,Dove 072E,2014-01-09,A08077*,2014-02-15,Earth,2014-05-21,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-16,409.0, ,417.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-09,LEO,United States,Flock 1-15,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39532,39532,2014-003,1998-067DX,P    D      ,Flock 1-08,Dove 0741,2014-01-09,A08077*,2014-02-15,Earth,2014-06-20,R,9.7S 73.7W,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-16,409.0, ,418.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-10,LEO,United States,Flock 1-16,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39555,39555,2014-003,1998-067DY,P    D      ,Flock 1-17,Dove 074C,2014-01-09,A08078*,2014-02-25,Earth,2014-05-19,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-26,409.0, ,416.0, ,51.64, ,LLEO/I,-,Flock 1-17,LEO,United States,Flock 1-17,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39556,39556,2014-003,1998-067DZ,P    D      ,Flock 1-18,Dove 0734,2014-01-09,A08078*,2014-02-25,Earth,2014-10-29,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-26,408.0, ,416.0, ,51.65, ,LLEO/I,-,Flock 1-18,LEO,United States,Flock 1-18,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39557,39557,2014-003,1998-067EA,P    D      ,Flock 1-21,Dove 072B,2014-01-09,A08078*,2014-02-26,Earth,2014-05-25,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-26,409.0, ,416.0, ,51.65, ,LLEO/I,-,Flock 1-21,LEO,United States,Flock 1-19,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39558,39558,2014-003,1998-067EB,P    D      ,Flock 1-22,Dove 0728,2014-01-09,A08078*,2014-02-26,Earth,2014-06-05,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-26,408.0, ,417.0, ,51.65, ,LLEO/I,-,Flock 1-22,LEO,United States,Flock 1-20,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39559,39559,2014-003,1998-067EC,P    D      ,Flock 1-19,Dove 073A,2014-01-09,A08078*,2014-02-26,Earth,2014-06-03,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,408.0, ,417.0, ,51.65, ,LLEO/I,-,Flock 1-19,LEO,United States,Flock 1-21,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39560,39560,2014-003,1998-067ED,P    D      ,Flock 1-20,Dove 0743,2014-01-09,A08078*,2014-02-26,Earth,2014-10-09,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,409.0, ,416.0, ,51.65, ,LLEO/I,-,Flock 1-20,LEO,United States,Flock 1-22,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39561,39561,2014-003,1998-067EE,P    D      ,Flock 1-25,Dove 0722,2014-01-09,A08078*,2014-02-27,Earth,2014-07-10,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,408.0, ,418.0, ,51.66, ,LLEO/I,-,JSPOC Flock 1-23,LEO,United States,Flock 1-23,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39562,39562,2014-003,1998-067EF,P    D      ,Flock 1-23,Dove 0725,2014-01-09,A08078*,2014-02-27,Earth,2014-06-16,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,399.0, ,426.0, ,51.64, ,LLEO/I,-,JSPOC Flock 1-24,LEO,United States,Flock 1-24,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39563,39563,2014-003,1998-067EG,P    D      ,Flock 1-26,Dove 0744,2014-01-09,A08078*,2014-02-27,Earth,2014-06-24,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,409.0, ,415.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-25,LEO,United States,Flock 1-25,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39564,39564,2014-003,1998-067EH,P    D      ,Flock 1-24,Dove 0723,2014-01-09,A08078*,2014-02-27,Earth,2014-06-10,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-02-27,409.0, ,415.0, ,51.65, ,LLEO/I,-,JSPOC Flock 1-26,LEO,United States,Flock 1-26,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39570,39570,2014-003,1998-067EP,P    D      ,Flock 1-27,Dove 0729,2014-01-09,A08078*,2014-02-28,Earth,2014-05-23,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-03-01,403.0, ,418.0, ,51.66, ,LLEO/I,-,JSPOC Litsat-1,LEO,United States,Flock 1-27,Flock-1/I,B,IMG,-,S,UN Reg mistag as 67EJ,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S39571,39571,2014-003,1998-067EQ,P    D      ,Flock 1-28,Dove 0720,2014-01-09,A08078*,2014-02-28,Earth,2014-07-01,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-03-01,403.0, ,418.0, ,51.66, ,LLEO/I,-,JSPOC Ardusat-2,LEO,United States,Flock 1-28,Flock-1/I,B,IMG,-,S,UN Reg mistag as 67EK,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40023,40023,2014-033,2014-033P,P           ,Flock 1c-10,Dove 090C,2014-06-19,S40049,2014-06-19,Earth,2025-05-06,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,603.0, ,621.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 10,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40026,40026,2014-033,2014-033S,P           ,Flock 1c-7,Dove 0909,2014-06-19,S40049,2014-06-19,Earth,2025-02-08,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-27,605.0, ,620.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 7,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40027,40027,2014-033,2014-033T,P           ,Flock 1c-1,Dove 0903,2014-06-19,S40049,2014-06-19,Earth,2025-03-25,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-27,604.0, ,621.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 1,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40029,40029,2014-033,2014-033V,P           ,Flock 1c-2,Dove 0904,2014-06-19,S40049,2014-06-19,Earth,2025-04-08,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-27,604.0, ,623.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 2,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40031,40031,2014-033,2014-033X,P           ,Flock 1c-4,Dove 0906,2014-06-19,S40049,2014-06-19,Earth,,O,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-27,605.0, ,622.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 4,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40033,40033,2014-033,2014-033Z,P           ,Flock 1c-11,Dove 090D,2014-06-19,S40049,2014-06-19,Earth,2025-03-08,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,606.0, ,622.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 11,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40035,40035,2014-033,2014-033AB,P           ,Flock 1c-9,Dove 090B,2014-06-19,S40049,2014-06-19,Earth,2025-02-04,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,606.0, ,622.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 9,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40036,40036,2014-033,2014-033AC,P           ,Flock 1c-6,Dove 0908,2014-06-19,S40049,2014-06-19,Earth,2025-03-18,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,607.0, ,622.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 6,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40038,40038,2014-033,2014-033AE,P           ,Flock 1c-5,Dove 0907,2014-06-19,S40049,2014-06-19,Earth,2025-03-14,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,606.0, ,625.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 5,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40040,40040,2014-033,2014-033AG,P           ,Flock 1c-8,Dove 090A,2014-06-19,S40049,2014-06-19,Earth,2024-12-17,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-27,607.0, ,624.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 8,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40041,40041,2014-033,2014-033AH,P           ,Flock 1c-3,Dove 0905,2014-06-19,S40049,2014-06-19,Earth,2024-12-26,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.25, ,4.25, ,4.25, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-06-26,607.0, ,624.0, ,97.99, ,LEO/S,-,-,SSO,United States,Flock 1C 3,Flock-1/S,B,IMG,-,S,-,Observation,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,Yasniy,,RU,Russia,2014
S40122,40122,2014-039,1998-067EU,P    D      ,Flock 1b-24,Dove 0801,2014-07-13,A08237*,2014-08-19,Earth,2015-03-15,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,410.0, ,417.0, ,51.65, ,LLEO/I,-,-,LEO,United States,Flock 1b-24,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40123,40123,2014-039,1998-067EV,P    D      ,Flock 1b-23,Dove 080B,2014-07-13,A08237*,2014-08-19,Earth,2015-03-03,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,410.0, ,417.0, ,51.65, ,LLEO/I,-,-,LEO,United States,Flock 1b-23,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40124,40124,2014-039,1998-067EW,P    D      ,Flock 1b-26,Dove 0814,2014-07-13,A08237*,2014-08-20,Earth,2014-12-14,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,413.0, ,415.0, ,51.65, ,LLEO/I,-,-,LEO,United States,Flock 1b-26,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40125,40125,2014-039,1998-067EX,P    D      ,Flock 1b-25,Dove 0818,2014-07-13,A08237*,2014-08-20,Earth,2015-02-01,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,413.0, ,415.0, ,51.64, ,LLEO/I,-,-,LEO,United States,Flock 1b-25,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40126,40126,2014-039,1998-067EY,P    D      ,Flock 1b-15,Dove 0812,2014-07-13,A08237*,2014-08-20,Earth,2015-01-07,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,411.0, ,418.0, ,51.64, ,LLEO/I,-,-,LEO,United States,Flock 1b-15,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40127,40127,2014-039,1998-067EZ,P    D      ,Flock 1b-16,Dove 081D,2014-07-13,A08237*,2014-08-20,Earth,2014-12-13,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-20,411.0, ,418.0, ,51.64, ,LLEO/I,-,-,LEO,United States,Flock 1b-16,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40131,40131,2014-039,1998-067FA,P    D      ,Flock 1b-1,Dove 0813,2014-07-13,A08237*,2014-08-21,Earth,2015-01-01,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-23,409.0, ,418.0, ,51.64, ,LLEO/I,-,-,LEO,United States,Flock 1b-1,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
S40132,40132,2014-039,1998-067FB,P    D      ,Flock 1b-2,Dove 080C,2014-07-13,A08237*,2014-08-21,Earth,2015-03-14,R,-,PLABS,US,PLABS,Cubesat 3U,-,4.5, ,4.5, ,4.5, ,0.3, ,0.1, ,0.3, ,Box+2 pan,2014-08-22,409.0, ,419.0, ,51.64, ,LLEO/I,-,-,LEO,United States,Flock 1b-2,Flock-1/I,B,IMG,-,S,-,Observation,Antares 120,OSC,MARS,Pad 0A,Zenit,Antares 120,Wallops MARS,,US,United States,2014
