Mass_Range,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1t,4.775,12.0074,6.935,0.0,0.0,1.604,0.688
1-2t,159.212,19.55449,33.541,1.35,0.0,17.191,6.091
2-3t,2727.728,9.439,14.0,4.389,0.0,31.509,0.0
3-4t,158.84,42.331154999999995,0.0,3.22,0.0,0.0,0.0
4-5t,135.12554999999998,16.548,0.0,0.0,0.0,0.0,0.0
5-6t,73.469,23.611,0.0,0.0,0.0,0.0,0.0
6-7t,113.243,33.892,0.0,0.0,0.0,0.0,0.0
7-8t,1070.817,0.0,0.0,0.0,0.0,0.0,0.0
