Launch_Year,LEO,SSO,MEO,GTO,GEO,HEO,BEO
2010,2,0,0,0,0,0,0
2011,0,0,0,0,0,0,0
2012,2,0,0,0,0,0,0
2013,2,0,0,1,0,0,0
2014,3,0,0,3,0,0,0
2015,4,0,0,2,0,0,1
2016,3,0,0,6,0,0,0
2017,10,1,0,7,0,0,0
2018,7,3,1,8,0,0,1
2019,7,1,0,3,0,0,0
2020,20,1,2,2,0,0,0
2021,24,2,1,3,0,0,1
2022,38,12,1,7,0,0,2
2023,74,6,3,7,0,0,1
2024,109,6,3,11,0,1,2
2025,59,2,0,3,0,0,2
