Payload_Mass,Starlink,Commercial,Chinese Commercial,Government,Eastern Government,Military,Eastern Military
0-1t,0,0,0,8,0,36,0
1-2t,0,0,0,4,0,25,0
2-3t,0,1,0,11,0,61,0
3-4t,0,0,0,2,0,1,0
4-5t,0,2,0,0,0,14,0
5-6t,0,0,0,1,0,1,0
6-7t,0,0,0,0,0,7,0
7-8t,0,0,0,0,0,5,0
8-9t,0,0,0,0,0,21,0
9-10t,0,0,0,0,0,1,0
10-11t,0,0,0,0,0,0,0
11-12t,0,0,0,0,0,0,0
12-13t,0,0,0,0,0,0,0
13-14t,0,0,0,0,0,5,0
