Launch_Month,LEO,SSO,MEO,GTO,GEO,HEO,BEO
Jan 1957,0,0,0,0,0,0,0
Feb 1957,0,0,0,0,0,0,0
Mar 1957,0,0,0,0,0,0,0
Apr 1957,0,0,0,0,0,0,0
May 1957,0,0,0,0,0,0,0
Jun 1957,0,0,0,0,0,0,0
Jul 1957,0,0,0,0,0,0,0
Aug 1957,0,0,0,0,0,0,0
Sep 1957,0,0,0,0,0,0,0
Oct 1957,1,0,0,0,0,0,0
Nov 1957,1,0,0,0,0,0,0
Dec 1957,0,0,1,0,0,0,0
Jan 1958,0,0,0,0,0,0,0
Feb 1958,1,0,1,0,0,0,0
Mar 1958,2,0,1,0,0,0,0
Apr 1958,1,0,1,0,0,0,0
May 1958,1,0,1,0,0,0,0
Jun 1958,0,0,1,0,0,0,0
Jul 1958,1,0,1,0,0,0,0
Aug 1958,1,0,5,0,0,0,1
Sep 1958,0,0,1,0,0,0,1
Oct 1958,1,0,0,0,0,0,2
Nov 1958,0,0,0,0,0,0,1
Dec 1958,1,0,0,0,0,1,1
Jan 1959,1,0,0,0,0,0,1
Feb 1959,1,0,1,0,0,0,0
Mar 1959,0,0,0,0,0,0,1
Apr 1959,1,0,1,0,0,0,0
May 1959,0,0,0,0,0,0,0
Jun 1959,2,0,1,0,0,0,1
Jul 1959,1,0,0,0,0,0,0
Aug 1959,3,0,0,0,0,1,0
Sep 1959,1,0,1,0,0,0,2
Oct 1959,1,0,0,0,0,0,1
Nov 1959,2,0,0,0,0,0,1
Dec 1959,0,0,0,0,0,0,0
Jan 1960,0,0,0,0,0,0,0
Feb 1960,3,0,0,0,0,0,0
Mar 1960,1,0,0,0,0,0,1
Apr 1960,3,0,0,0,0,0,2
May 1960,3,0,0,0,0,0,0
Jun 1960,2,0,0,0,0,0,0
Jul 1960,1,0,0,0,0,0,0
Aug 1960,5,0,0,0,0,0,0
Sep 1960,1,0,0,0,0,0,1
Oct 1960,2,1,0,0,0,0,2
Nov 1960,4,0,0,0,0,0,0
Dec 1960,5,0,0,0,0,0,1
Jan 1961,0,1,0,0,0,0,0
Feb 1961,5,0,0,0,0,0,2
Mar 1961,3,0,0,0,0,0,1
Apr 1961,4,0,0,0,0,0,0
May 1961,1,0,0,0,0,0,0
Jun 1961,4,0,0,0,0,0,0
Jul 1961,3,0,1,0,0,0,0
Aug 1961,4,0,0,0,0,1,1
Sep 1961,4,0,0,0,0,0,0
Oct 1961,3,0,1,0,0,0,0
Nov 1961,6,0,0,0,0,0,1
Dec 1961,4,0,0,0,0,0,0
Jan 1962,2,0,0,0,0,0,1
Feb 1962,4,0,0,0,0,0,0
Mar 1962,3,0,0,0,0,0,0
Apr 1962,8,0,1,0,0,0,1
May 1962,5,1,0,0,0,0,0
Jun 1962,7,1,0,0,0,0,0
Jul 1962,3,1,1,0,0,0,1
Aug 1962,5,2,0,0,0,0,2
Sep 1962,6,0,0,0,0,0,2
Oct 1962,6,0,1,0,0,2,2
Nov 1962,2,1,0,0,0,0,2
Dec 1962,6,0,2,0,0,0,0
Jan 1963,2,0,0,0,0,0,1
Feb 1963,1,1,0,1,0,0,1
Mar 1963,2,0,0,0,0,0,0
Apr 1963,8,1,0,0,0,0,1
May 1963,4,0,2,0,0,0,0
Jun 1963,10,0,1,0,0,0,0
Jul 1963,3,1,1,1,0,0,0
Aug 1963,4,0,0,0,0,0,0
Sep 1963,2,2,0,0,0,0,0
Oct 1963,3,1,0,0,0,1,0
Nov 1963,6,0,0,0,0,0,2
Dec 1963,6,1,0,0,0,0,0
Jan 1964,3,1,1,0,0,1,1
Feb 1964,3,1,0,0,0,0,1
Mar 1964,4,1,0,0,0,0,2
Apr 1964,6,1,0,0,0,0,2
May 1964,2,1,0,0,0,0,0
Jun 1964,8,1,1,0,0,1,0
Jul 1964,6,0,0,0,0,2,1
Aug 1964,7,2,0,1,0,1,0
Sep 1964,6,0,0,0,0,1,0
Oct 1964,10,2,0,0,0,1,0
Nov 1964,5,0,0,0,0,0,3
Dec 1964,7,1,1,0,0,1,0
Jan 1965,4,3,0,0,0,0,0
Feb 1965,8,0,1,0,0,0,1
Mar 1965,9,1,0,0,0,0,3
Apr 1965,4,1,0,1,0,1,1
May 1965,5,2,1,0,0,0,2
Jun 1965,7,0,0,0,0,0,1
Jul 1965,9,1,0,0,0,1,1
Aug 1965,9,0,0,0,0,0,1
Sep 1965,6,2,0,0,0,0,0
Oct 1965,8,0,1,0,0,1,1
Nov 1965,9,0,0,0,0,0,3
Dec 1965,13,0,0,0,1,0,2
Jan 1966,5,1,0,0,0,0,1
Feb 1966,8,3,0,0,0,0,0
Mar 1966,8,2,0,0,0,1,2
Apr 1966,6,0,1,0,0,1,1
May 1966,10,1,0,0,0,0,1
Jun 1966,7,0,3,0,1,1,0
Jul 1966,10,1,0,0,0,0,1
Aug 1966,4,1,2,0,1,0,3
Sep 1966,8,1,0,0,0,0,1
Oct 1966,4,1,1,1,0,1,2
Nov 1966,9,1,0,0,0,0,1
Dec 1966,10,0,1,1,0,0,1
