Mass_Range,Starlink,Commercial,Chinese Commercial,Government,Eastern Government,Military,Eastern Military
0-1t,0.0,4.559,0.0,0.0,8.8784,0.0,12.572
1-2t,0.0,32.828,0.0,0.0,48.291489999999996,2.763,153.057
2-3t,0.0,27.753,0.0,0.0,809.102,2.519,1947.691
3-4t,0.0,3.22,0.0,0.0,29.964154999999998,7.217,163.99
4-5t,0.0,25.332,0.0,0.0,126.34155,0.0,0.0
5-6t,0.0,62.456,0.0,0.0,28.624,0.0,6.0
6-7t,0.0,0.0,0.0,0.0,53.305,0.0,93.83
7-8t,0.0,0.0,0.0,0.0,1063.586,0.0,7.231
