Payload_Mass,LEO,SSO,MEO,GTO,GEO,HEO,BEO
0-1t,7,2,0,0,0,0,5
1-2t,9,6,2,2,1,0,4
2-3t,6,11,1,0,0,0,3
3-4t,6,4,4,15,1,0,0
4-5t,2,2,6,20,0,0,0
5-6t,20,0,0,11,0,0,1
6-7t,3,0,0,11,1,0,0
7-8t,6,0,0,4,0,1,0
8-9t,8,0,0,0,0,0,0
9-10t,1,1,0,0,1,0,0
10-11t,31,0,0,0,0,0,0
11-12t,1,0,0,0,0,0,0
12-13t,0,0,0,0,0,0,0
13-14t,5,5,0,0,0,0,0
14-15t,30,0,0,0,0,0,0
15-16t,102,1,0,0,0,0,0
16-17t,108,1,0,0,0,0,0
17-18t,18,0,0,0,0,0,0
