Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,V2_Payload_Category,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type,Launch_Month
2024-128,2460501.29,2024-07-09,Ariane 62,-,VA262 (L6001),Dummy Payload,Cubesats,-,-,CSG,ELA4,-,-,579.0, ,    -, ,-,1.77,ESA,OS85,S2R,G,Sat LEO O,Wire,-,APU failed in coast,LEO,Scientific,Ariane5,Ariane 6,GUF,French Guiana,Kourou,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1660.0,2024-07-10,578.0,61.99,LLEO/I,Science,A,Government,24295
2025-044,2460741.18,2025-03-06,Ariane 62,-,VA263 (L6002),CSO 3,CSO 3,-,-,CSG,ELA4,-,-,804.0, ,    -, ,-,3.7,AE,OS,-,G,Sat SSO D,Wire,-,-,SSO,Scientific,Ariane5,Ariane 6,GUF,French Guiana,Kourou,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3562.0,2025-03-19,801.0,98.61,LEO/S,IMG*,D,Military,24303
2025-172,2460900.53,2025-08-13,Ariane 62,-,VA264 (L6003),METOP-SG A1,METOP-SG A1,-,-,CSG,ELA4,-,-,806.0, ,    -, ,-,4.04,AE,OS,-,G,Sat SSO D,Wire,-,-,SSO,Scientific,Ariane5,Ariane 6,GUF,French Guiana,Kourou,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4040.0,2025-08-13,802.0,98.71,LEO/S,Observation,C,Government,24308
2025-251,2460984.38,2025-11-04,Ariane 62,-,VA265 (L6005),Sentinel-1D,Sentinel-1D,-,-,CSG,ELA4,-,-,696.0, ,    -, ,-,2.184,AE,OS,-,G,Sat SSO D,Wire,-,-,SSO,Scientific,Ariane5,Ariane 6,GUF,French Guiana,Kourou,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2157.0,2025-11-06,693.0,98.19,LEO/S,IMG-R,C,Government,24311
2025-302,2461026.71,2025-12-17,Ariane 62,-,VA266 (L6004),Galileo FOC FM33/34,Galileosat 33-34,-,-,CSG,ELA4,-,-,22968.0, ,    -, ,-,1.45,AE,OS,-,G,Sat MEO O,Wire,-,-,MEO,Scientific,Ariane5,Ariane 6,GUF,French Guiana,Kourou,"Centre Spatial Guyanais, Kourou, Guyane Francaise",1466.0,2025-12-18,22920.0,54.24,MEO,Communications,C,Government,24312
